"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분명","위도","경도"
"1882","마포푸르메어린이도서관","0011","마포구","서울특별시 마포구 월드컵북로 494 푸르메재단 넥슨어린이재활병원 1층","02-6070-9286","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00 주말 : 토요일:10:00~16:00","매주 일요일 및 법정공휴일","공공도서관","37.58464747","126.8805204"
"2679","망원1동문고","0011","마포구","서울시 마포구 포은로 6길 10 망원1동주민센터 2층","02-3153-6813","http://lib.mapo.go.kr/","평일: 9:00~17:00 주말: 휴관일","매주 토 일요일 및 법정공휴일","작은도서관","37.5555883684512","126.905591296196"
"1477","복사골작은도서관","0011","마포구","서울특별시 마포구 도화4길 53 3~4층","02-716-5800","http://www.mplib.mapo.go.kr","평일 : 10:00~18:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.53952992","126.9519197"
"486","상암동문고","0011","마포구","서울특별시 마포구 매봉산로2길 16 상암동주민센터 ","02-3153-6966","http://lib.mapo.go.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.57833716","126.8946747"
"1479","상암월드컵파크11단지도서관","0011","마포구","서울특별시 마포구 월드컵북로 502-37","02-302-5930","없음","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.58699214","126.8818297"
"1311","상암월드컵파크7단지도서관","0011","마포구","서울특별시 마포구 상암산로1길 92","02-374-7795","http://cafe.daum.net/7worldcuppark","평일 : 14:00~18:00 주말 : 13:00~17:00","일요일 공휴일","작은도서관","37.58275843","126.8820997"
"2488","서강어린이영어도서관","0011","마포구","서울특별시 마포구 배범로 35 서강대학교 곤자가국제학사 지하1층","02-6925-0500","https://cafe.naver.com/sogangcel","평일 : 10:00~18:00 주말 : 10:00~18:00","일요일공휴일","작은도서관","37.5509484","126.9388083"
"2678","서교동문고","0011","마포구","서울시 마포구 동교로15길 7 서교동주민센터 2층","02-3153-6753","http://lib.mapo.go.kr/","평일: 09:00~17:00 주말: 휴관일","매주 토 일요일 및 법정공휴일","작은도서관","37.5551104839438","126.914589703589"
"13","서울특별시교육청마포평생학습관","0011","마포구","서울특별시 마포구 홍익로2길 16","02-2137-0000","http://mpllc.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","24주 월요일 및 법정공휴일","공공도서관","37.5543221","126.9242045"
"14","서울특별시교육청마포평생학습관아현분관","0011","마포구","서울특별시 마포구 마포대로 224","02-362-8785","http://ahyon.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","24주 월요일 및 법정공휴일","공공도서관","37.55416693","126.9573466"
"472","성메작은도서관","0011","마포구","서울특별시 마포구 월드컵북로30길 22 성산2동주민센터 2층","02-373-4785","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.5551119","126.9145906"
"2159","성미산학교작은도서관꿈꾸는다락방","0011","마포구","서울특별시 마포구 성미산로3나길 6(성산동) 1층 3층 ","02-3141-0507","없음","평일 : 9:00~17:00  주말 : 휴관일","토요일일요일공휴일","작은도서관","37.56861543","126.9089703"
"475","성산글마루작은도서관","0011","마포구","서울특별시 마포구 월드컵북로 235 대우복지관 3층","02-373-2900","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.56017425","126.9091863"
"479","신수동문고","0011","마포구","서울특별시 마포구 독막로 192 신수동주민센터 ","02-3153-6680","http://lib.mapo.go.kr/","평일 : 09:00~17:00 주말 : 휴관일","토일요일 공휴일","작은도서관","37.56828229","126.9027732"
"1627","쎌북작은도서관","0011","마포구","서울특별시 마포구 신촌로 12길 11 신촌성결교회 ","02-334-6080","없음","평일 : 12:30~17:30 주말 : 11:00~15:30","월요일 공휴일","작은도서관","37.54715946","126.9351046"
"473","아름드리작은도서관","0011","마포구","서울특별시 성북구 길음로 13길 39 길음뉴타운아파트 본관 2층","02-913-9023","없음","평일 : 13:00~21:00 주말 : 휴관일","토일요일","작은도서관","37.55000134","127.098123"
"492","아이도북센터","0011","마포구","서울특별시 마포구 만리재로 29 사랑의전화종합사회복지관 아이도북센터 아","02-6371-1036","없음","평일 : 09:00~19:00 주말 : 09:00~16:00","일요일공휴일","작은도서관","37.55000134","127.098123"
"2681","에듀카페맘작은도서관","0011","마포구","서울시 마포구 성미산로17길 92-1(연남동) 지층","02-792-7933","http://blog.daum.net/edu-cafe/","화 목요일 10:00~18:00","월 수 금 주말 및 공휴일","작은도서관","37.5656824722356","126.917452630451"
"484","연남동문고","0011","마포구","서울특별시 마포구 성미산로29길 17-9 연남동주민센터 ","02-3153-6875","http://lib.mapo.go.kr/","평일 : 09:00~17:00 주말 : 휴관일","토일요일 공휴일","작은도서관","37.54476769","126.9545543"
"478","염리동문고","0011","마포구","서울특별시 마포구 숭문길 14 염리동주민센터 ","02-3153-6663","http://lib.mapo.go.kr/","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.54706971","126.9456453"
"1312","와글와글작은도서관","0011","마포구","서울특별시 성북구 길음로 141(길음동 신안아파트) 3층","","없음","평일 : 13:00~18:00 주말 : 휴관일","토일요일","작은도서관","37.56886407","126.9071105"
"477","용강동작은도서관","0011","마포구","서울특별시 마포구 토정로31길 31 용강동 복합청사 2층 ","02-716-4785","http://www.mplib.mapo.go.kr","평일 : 10:00~19:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.54232557","126.942835"
"2089","자이열린작은도서관","0011","마포구","서울특별시 마포구 서강대길 40 103-402 마포자이2차아파트","02-703-9992","http://cafe.naver.com/xilittlefreelibrary","평일 : 13:00~17:30 주말 : 10:00~17:30","일요일공휴일","작은도서관","37.54879782","126.9412939"
"1481","초록리본도서관","0011","마포구","서울특별시 마포구 동교로19길 4 2층 ","070-4676-5600","www.lovinghands.or.kr","평일 : 14:00~19:00 주말 : 10:00~19:00","월요일일요일공휴일","작은도서관","37.55559634","126.9179925"
"2084","초록숲작은도서관","0011","마포구","서울특별시 마포구 마포대로11길 44-81 아현문화건강센터 B1층","02-313-4785","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00 주말 : 10:00~16:00","매주 일요일 및 법정공휴일","작은도서관","37.55212681","126.9512975"
"2090","푸른나무작은도서관","0011","마포구","서울특별시 마포구 만리재로 48 지층","02-704-9090","없음","평일 : 11:00~17:00 주말 : 11:00~15:00","일요일공휴일","작은도서관","37.5454384659783","126.956083746116"
"487","풀뿌리문고","0011","마포구","서울특별시 마포구 월드컵북로 190 풀뿌리문고 3층 ","02-302-4906","없음","평일 : 14:00~19:00 주말 : 9:00~15:00","월화목토요일","작은도서관","37.56836101","126.9078965"
"1482","하늘꿈작은도서관","0011","마포구","서울특별시 마포구 숭문길 36 풍성한빌딩 풍성한교회","02-702-2787","","평일 : 14:00~18:00 주말 : 10:00~17:00","월요일화요일","작은도서관","37.54902225","126.8344231"
"1727","한국경영자총협회자료실","0011","마포구","서울특별시 마포구 백범로 88 경총회관 지하2층","02-3270-7317","http://library.kefplaza.com/","평일 : 09:00~12:00 13:00~18:00 주말 :","토요일 일요일 공휴일","전문도서관","37.54794634","126.9411085"
"1788","한국연구원도서관","0011","마포구","서울특별시 마포구 토정로31길 12 3층","02-737-1731","http://www.riks.or.kr","평일 : 09:30~17:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.54145858","126.9424756"
"1726","한국영상자료원영상도서관","0011","마포구","서울특별시 마포구 월드컵북로 400 한국영상자료원","02-3153-2051","http://library.koreafilm.or.kr","평일 : 10:00~19:00 주말 : 10:00~18:00","월요일 추석 설 1월1일","전문도서관","37.58045097","126.8898931"
"491","한사랑문고","0011","마포구","서울특별시 마포구 월드컵북로 173-1 한사랑교회 ","02-304-5184","없음","평일 : 10:00~17:00 주말 : 토10:00~17:00 일9:00~15:00","월요일공휴일","작은도서관","37.56738358","126.9091364"
"1883","합정동문고","0011","마포구","서울특별시 마포구 월드컵로5길 11 합정동주민센터 ","02-322-3460","","평일 : 09:00~17:00 주말 : 휴관일","토 일요일 공휴일","작은도서관","37.55161512","126.9117247"
"493","해오름문고","0011","마포구","서울특별시 마포구 월드컵로42길 12","02-308-0287","http://cafe.naver.com/sangam0287/","평일 : 14:00~18:00 주말 : 13:00~16:00","일요일공휴일","작은도서관","37.57820529","126.8833386"
"474","해오름작은도서관","0011","마포구","서울특별시 마포구 신촌로26길 10 우리마포복지관 2층","02-714-8080","http://www.mplib.mapo.go.kr","평일 : 09:00~18:00","매주 주말 및 법정공휴일","작은도서관","37.56665973","127.1384372"
"2049","DMC래미안e편한세상아파트1블럭작은도서관","0014","서대문구","서울특별시 서대문구 수색로 100 1블럭 커뮤니티센터 ","02-302-3105","","평일 : 10:00~21:00 주말 : (토):10:00~18:00","일요일","작은도서관","37.57414641","126.9076539"
"2734","그린힐작은도서관","0014","서대문구","서울특별시 서대문구 연희로14길70","02-375-2537","","평일 : 09:00~18:00","일요일공휴일","작은도서관","37.5671484942518","126.935070782005"
"1629","남가좌1동파랑새작은도서관","0014","서대문구","서울특별시 서대문구 모래내로 15길 37 2층 ","02-330-8992","http://lib.sdm.or.kr/introduce/introduce02_01.asp","평일 : 09:00~18:00 주말 : 09:00~12:00","매주 일요일","작은도서관","37.57327826","126.9197815"
"510","남가좌삼성래미안아파트푸른북카페","0014","서대문구","서울특별시 서대문구 증가로 191 (삼성아파트) 푸른북카페","02-376-2743","","평일 : 11:00~17:00 주말 : 휴관일","토일요일","작은도서관","37.57806418","126.9160828"
"108","남가좌새롬어린이도서관","0014","서대문구","서울특별시 서대문구 증가로10길 16-15","02-360-8670","http://lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.5783399","126.9240451"
"2707","돈의문센트레빌작은도서관","0014","서대문구","서울특별시 서대문구 독립문로14길33 206동 커뮤니티동","02-364-8522","","","","작은도서관","37.5659199197267","126.959289467461"
"1728","동북아역사재단동북아역사자료실","0014","서대문구","서울특별시 서대문구 통일로 81","02-2012-6034","hflib.kr","평일 : 09:00~18:00 주말 : 휴관일","토요일 및 일요일 공휴일 재단이 정하는 휴관일","전문도서관","37.56221656","126.9691142"
"1630","봉원교회샘뜰작은도서관","0014","서대문구","서울특별시 서대문구 봉원사 2길 13 1층 봉원교회","02-392-6552","","평일 : 12:00~18:00 주말 : 휴관일","토 일요일","작은도서관","37.56790334","126.946641"
"505","북가좌1동늘푸른열린작은도서관","0014","서대문구","서울특별시 서대문구 수색로 100-55 북가좌1동주민센터 2층","02-330-8554","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일","작은도서관","37.57436841","126.9101365"
"1981","북가좌2동가슴따뜻한작은도서관","0014","서대문구","서울특별시 서대문구 응암로1길 10 북가좌2동주민센터 2층","02-330-8652","http://lib.sdm.or.kr/","평일 : 09:00~18:00 주말 : 토:10:00~14:00","일요일 공휴일","작은도서관","37.58159264","126.911033"
"1982","북가좌2동이팝꽃향기작은도서관","0014","서대문구","서울특별시 서대문구 불광천길 204","02-302-9798","http://lib.sdm.or.kr","평일 : 10:00~16:00","일요일 공휴일","작은도서관","37.58373848","126.9109474"
"1393","북아현북카페","0014","서대문구","서울특별시 서대문구 북아현로 24 북아현동주민센터 2층","02-330-8672","http://lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.55967614","126.9567951"
"2160","북한산더샵아파트작은도서관","0014","서대문구","서울특별시 서대문구 통일로 510 커뮤니티센터 ","02-391-9903","","평일 :  주말 :","","작은도서관","37.59456867","126.9411671"
"1314","새솔도서실","0014","서대문구","서울특별시 서대문구 북아현로19길 58-21 이화여대종합사회복지관 1층 ","02-3277-3190","","평일 : 09:00~18:00 주말 : 휴관일","토일요일","작은도서관","37.5638977","126.9506818"
"40","서대문구립이진아기념도서관","0014","서대문구","서울특별시 서대문구 독립문공원길 80","02-360-8600","http://lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.57295407","126.9555492"
"12","서울특별시교육청서대문도서관","0014","서대문구","서울특별시 서대문구 모래내로 412","02-6948-2115","http://sdmlib.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","13주 화요일 및 법정공휴일","공공도서관","37.58331954","126.9408583"
"1631","세빛도서관","0014","서대문구","서울특별시 서대문구 통일로 35길 18 2층 ","070-5001-4656","","평일 : (화~금):13:00~18:00 주말 : 토:10:00~16:00 일:10:00~15:00","월요일","작은도서관","37.58640372","126.9454939"
"1632","수화영상도서관","0014","서대문구","서울특별시 서대문구 수색로 4가길 23 1층 ","02-3156-6699","http://sdeaf.org/","평일 : 09:00~18:00 주말 : 휴관일","토 일요일","작은도서관","37.57069457","126.9137991"
"2705","아낌없이주는나무","0014","서대문구","서울특별시 서대문구 독립문로12길17 서은교회 1층","02-312-5907","http://","평일토 : 10:00~17:00","일요일공휴일","작은도서관","37.5679265226906","126.96114676543"
"1472","어깨동무어린이도서관","0014","서대문구","서울특별시 서대문구 거북골로 14길 32 DMC아이파크아파트 2층 458","02-302-3105","","평일 : 10:00~21:00 주말 : 10:00~18:00","일요일","작은도서관","37.57695677","126.9149689"
"2708","어린이도서관꿈꾸는세상","0014","서대문구","서울특별시 서대문구 증가로8길 76-15","02-375-7179","http://cafe.daum.net/book3757179","평일 : 09:00~18:00","일요일공휴일","작은도서관","37.5791271121514","126.927752050386"
"496","연희동아이누리작은도서관","0014","서대문구","서울특별시 서대문구 증가로 13-10 자치회관 연희동자치회관 2층","02-330-8775","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 10:00~17:00","일요일 공휴일","작은도서관","37.56936623","126.9308511"
"2706","연희파크푸르지오작은도서관","0014","서대문구","서울특별시 서대문구 홍제천로136 UZ센터","02-336-1185","","평일 : 09:00~18:00","일요일공휴일","작은도서관","37.5751372720408","126.927510707223"
"870","영광시각장애인모바일점자도서관","0014","서대문구","서울특별시 서대문구 세검정로 78-19 2층","02-393-4568","http://ygculture.com/","평일 : 24시간운영 주말 : 24시간운영","없음","장애인도서관","37.5597584","126.9547662"
"1729","이화여자대학교박물관전문도서관","0014","서대문구","서울특별시 서대문구 이화여대길 52 이화여자대학교 박물관 내","02-3277-3676","http://cms.ewha.ac.kr/user/indexSub.action?codyMenuSeq=1588706&siteId=museum&menuUIType=top","평일 : 09:30~12:00 13:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","전문도서관","37.55955735","126.9448232"
"502","천연동하늘샘작은도서관","0014","서대문구","서울특별시 서대문구 독립문로 27 서대문구보건소천연분소 ","02-3140-8334","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토 일요일","작은도서관","37.56992171","126.9613536"
"511","천연뜨란채문고","0014","서대문구","서울특별시 서대문구 독립문로8길 54 107동 관리동 ","02-365-2800","","평일 : 09:00~18:00 주말 : 09:00~13:00","매주 일요일","작은도서관","37.56623615","126.9588387"
"495","충현동알음알음작은도서관","0014","서대문구","서울특별시 서대문구 경기대로 40 2층 충현동자치회관 1층","02-330-8164","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 10:00~17:00","일요일 공휴일","작은도서관","37.56292966","126.9623734"
"516","하늘샘어린이도서관","0014","서대문구","서울특별시 서대문구 가좌로 154 서부제일교회","070-4060-0617","http://sky.winbook.kr/","평일 : 10:00~18:00 주말 : 10:00~18:00","월요일","작은도서관","37.58571423","126.923177"
"2091","하뜰안도서관","0014","서대문구","서울특별시 서대문구 가재울로 13 성은교회 1층","02-309-6477","","평일 : 09:00~18:00 주말 : 휴관일","토 일요일","작은도서관","37.57369345","126.9221953"
"500","햇살작은도서관","0014","서대문구","서울특별시 서대문구 세검정로1길 45 홍은1동자치회관","02-330-8461","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.55044679","127.1398729"
"501","행복작은도서관","0014","서대문구","서울특별시 서대문구 모래내로 334 홍은2동주민센터 구청제4별관 3층","02-330-8788","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.66871632","127.0471316"
"2489","홍은2동논골작은도서관","0014","서대문구","서울특별시 서대문구 연희로41가길 33 청년미래공동체주택 101동 102호 B01호","02-391-8789","lib.sdm.or.kr","평일 : 09:00~18:00","토일요일공휴일","작은도서관","37.591278","126.9330955"
"1072","홍은도담도서관","0014","서대문구","서울특별시 서대문구 홍은중앙로 129","02-360-8640","http://lib.sdm.or.kr/","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 금요일","공공도서관","37.60177311","126.9489548"
"497","홍제1동새싹작은도서관","0014","서대문구","서울특별시 서대문구 통일로27길 19 2층","02-330-8663","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 10:00~17:00","일요일 공휴일","작은도서관","37.58316354","126.9484117"
"498","홍제2동꿈이있는작은도서관","0014","서대문구","서울특별시 서대문구 통일로34길 27 2층","02-330-8453","http://lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일 공휴일","작은도서관","37.58610187","126.9493669"
"499","홍제3동문화촌어린이작은도서관","0014","서대문구","서울특별시 서대문구 세검정로4길 32 홍제3동주민센터 2층","02-330-8991","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 10:00~17:00","일요일 공휴일","작은도서관","37.59376361","126.9496893"
"2098","홍제천작은도서관","0014","서대문구","서울특별시 서대문구 통일로 510 북한산더샵상가 지하1층 214호 ","","","평일 : 09:00~18:00 주말 : 휴관일","토 일요일","작은도서관","37.59456867","126.9411671"
"2490","IT로 열린도서관","0007","서초구","서울특별시 서초구 방배로 36 이삭빌딩 301호","02-3471-3434","http://www.itlo.org/","평일 : 09:00~18:00","토일공휴일","장애인도서관","37.4780757","126.9979581"
"1745","KOTRA무역자료실","0007","서초구","서울특별시 서초구 헌릉로 13 KOTRA 본사 3층","02-3460-7404 7407(1호) 02-3460-7408 7405(2호)","http://news.kotra.or.kr/kotranews/subIndex/321.do","평일 : 09:00~17:30(12:00~13:00 2호만 열람 가능) 주말 :","토요일 일요일 공휴일","전문도서관","37.46550983","127.0449169"
"1539","LH서초3단지행복도서관","0007","서초구","서울특별시 서초구 양재대로 2길 34 우면동 LH서초 3단지 아파트 ","","","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.46902625","127.025174"
"1540","LH서초4단지작은도서관","0007","서초구","서울특별시 서초구 양재대로2길 33 우면동 LH서초 4단지 아파트 ","","","평일 : 15:00~18:00","토요일일요일","작은도서관","37.4687542","127.0252853"
"1635","LH서초5단지작은도서관","0007","서초구","서울특별시 서초구 양재대로2길 11 LH서초5단지 작은도서관","","","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.45912974","127.0255375"
"1735","국립국악원국악자료실","0007","서초구","서울특별시 서초구 남부순환로 2364 국립국악원 국악박물관 306호","02-580-3081","http://www.gugak.go.kr/site/homepage/menu/viewMenu?menuid=001003004001","평일 : 09:00~12:00 13:00~17:30 주말 :","토요일 일요일 법정공휴일","전문도서관","37.4777238","127.0098213"
"1736","국립외교원도서관","0007","서초구","서울특별시 서초구 남부순환로 2572","02-3497-7664","http://www.mofa.go.kr/ifanslib.html","평일 : 09:00~18:00 주말 :","토요일 일요일 법정공휴일","전문도서관","37.48376281","127.0311821"
"1","국립중앙도서관","0007","서초구","서울특별시 서초구 반포대로 201","02-535-4142","http://www.nl.go.kr","평일 : 09:00~18:00 주말 : 09:00~18:00","둘째넷째 월요일/법정공휴일(일요일제외)","국립도서관","37.49742252","127.0032279"
"2491","그림책도서관","0007","서초구","서울특별시 서초구 명달로 150","02-3471-0995","http://spublic.seocholib.or.kr","평일 : 09:00~21:00 주말 : 09:00~18:00","매주 월요일 법정 공휴일 임시 공휴일","공공도서관","37.49060375","127.0050971"
"2492","꿈 익는 작은도서관","0007","서초구","서울특별시 서초구 남부순환로 2271-5 소비코빌딩 B2F","02-583-2156","","평일 : 13:30~17:30","토 일 공휴일","작은도서관","37.474779","126.9979741"
"1984","내곡도서관","0007","서초구","서울특별시 서초구 청계산로7길 9-20","02-3461-3007","http://naegok.seocholib.or.kr","평일 : 09:00~22:00 주말 : 09:00~18:00","매주 월요일 법정 공휴일 임시 공휴일","공공도서관","37.45200429","127.054445"
"1531","너나울도서관","0007","서초구","서울특별시 서초구 양재대로 2길 90 엘에이치스타힐스 서초힐스아파트","070-7014-0773","","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.45657632","127.0168318"
"2493","네이처힐1단지 작은도서관","0007","서초구","서울특별시 서초구 형촌길 35 (우면동 서초네이처힐1단지) 경로당 옆","","","평일 : 14:00~18:00","토 일 공휴일","작은도서관","37.4635256","127.0177444"
"1532","네이처힐3단지작은도서관(꿈찾는도서관)","0007","서초구","서울특별시 서초구 태봉로2길 60 서초네이처힐 3단지 305동 1층","070-8615-8387","http://cafe.naver.com/findadreamlibrary","평일 : 11:00~18:00 주말 : 14:00~18:00","일요일","작은도서관","37.4652302","127.0267824"
"1533","네이처힐4단지작은도서관","0007","서초구","서울특별시 서초구 태봉로 2길 5 서초네이처힐4단지 404동 1층 ","02-577-5587","","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.46221937","127.0250289"
"1318","네이처힐5단지작은도서관","0007","서초구","서울특별시 서초구 태봉로2길 65 서초네이처힐 508동 1층","02-577-6617","","평일 : 14:00~18:00 주말 : 휴관일","토일요일","작은도서관","37.46352125","127.026003"
"1534","네이처힐6단지작은도서관","0007","서초구","서울특별시 서초구 태봉로 2길 30 서초네이처힐6단지 아파트 ","","","평일 : 14:00~18:00 주말 : 09:00~20:00","일요일","작은도서관","37.46156886","127.0271857"
"1535","네이처힐가든작은도서관","0007","서초구","서울특별시 서초구 형촌길 60 네이처힐가든 아파트","","","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.46470639","127.0206695"
"1744","대검찰청검찰중앙도서실","0007","서초구","서울특별시 서초구 반포대로 157 대검찰청 본관 4층","02-3480-2516","","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.49414154","127.006164"
"1733","대한민국예술원도서실","0007","서초구","서울특별시 서초구 반포대로37길 59","02-3479-7233","","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.4955987","127.0024962"
"1906","대한민국학술원도서실","0007","서초구","서울특별시 서초구 반포대로37길 59 3층","02-3400-5255","","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.4955987","127.0024962"
"1536","리본SH작은도서관","0007","서초구","서울특별시 서초구 바우뫼로 18길 20 양재리본타워1단지 아파트 ","070-8100-2180","","평일 : 14:00~18:00 주말 : 휴관일","토요일일요일","작은도서관","37.47288503","127.0321457"
"1566","리본숲SH작은도서관","0007","서초구","서울특별시 서초구 양재동 매헌로 16길 40 양재리본타워2단지 관리동2층","070-8108-5003","http://cafe.naver.com/libon2library","평일 : 10:00~18:00 주말 : 09:00~12:00","매주 일요일","작은도서관","37.46493167","127.0361714"
"523","반포1동작은도서관","0007","서초구","서울특별시 서초구 사평대로 273(반포동) 반포1동 주민센터 3층","02-2155-7615","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토 일 공휴일","작은도서관","37.5050942184015","127.013377149223"
"524","반포2동작은도서관","0007","서초구","서울특별시 서초구 신반포로15길 16 반포2동주민센터 2층","02-2155-7635","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토 일 공휴일","작은도서관","37.5045884","126.9944728"
"525","반포3동작은도서관","0007","서초구","서울특별시 서초구 신반포로23길 78 반포3동주민센터 4층","02-2155-7670","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토.일.공휴일","작은도서관","37.51155606","127.0057176"
"526","반포4동작은도서관","0007","서초구","서울특별시 서초구 사평대로28길 70 반포4동주민센터 4층","02-2155-7687","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토 일 공휴일","작은도서관","37.49748465","127.0003278"
"2494","반포도서관","0007","서초구","서울특별시 서초구 고무래로 34","02-520-8700","http://www.seocholib.or.kr","평일 : 09:00~22:00 주말 : 09:00~18:00","매주 월요일 법정 공휴일 임시 공휴일","공공도서관","37.50248627","127.0125127"
"522","반포본동작은도서관","0007","서초구","서울특별시 서초구 신반포로 10 반포본동주민센터 2층","02-2155-7577","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토일 공휴일","작은도서관","37.50048144","126.9860918"
"2682","방배 은혜 작은도서관","0007","서초구","서울특별시 서초구 방배로 4길 10-18","","","평일 : 13:00~18:00","토 일 공휴일","작은도서관","37.4773464654367","127.000869170498"
"528","방배1동작은도서관","0007","서초구","서울특별시 서초구 효령로29길 43 방배1동주민센터 2층","02-2155-7765","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토일공휴일","작은도서관","37.48336375","126.9945155"
"529","방배2동작은도서관","0007","서초구","서울특별시 서초구 청두곶길 36 방배2동주민센터 2층","02-2155-7773","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토 일 공휴일","작은도서관","37.47976922","126.9855579"
"531","방배4동작은도서관","0007","서초구","서울특별시 서초구 방배로 173 방배4동주민센터 3층","02-2155-7853","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토 일 공휴일","작은도서관","37.48900788","126.9922427"
"1985","방배도서관","0007","서초구","서울특별시 서초구 방배로 40","02-3471-3993","http://spublic.seocholib.or.kr","평일 : 09:00~21:00 주말 : 09:00~18:00","매주 월요일 법정 공휴일 임시 공휴일","공공도서관","37.4784386","126.9999959"
"527","방배본동작은도서관","0007","서초구","서울특별시 서초구 동광로 19길 38 방배본동주민센터 2층","02-2155-7734","http://public.seocholib.or.kr/docpub/","평일 : 09:00~18:00 주말 : 휴관일","토 일 공휴일","작은도서관","37.494149","126.9888474"
"1748","삼성경제연구소도서자료실","0007","서초구","서울특별시 서초구 서초대로74길 4 삼성생명 서초타워 30층","02-3780-8126","","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.49674424","127.0257033"
"1747","서울시교육연수원교육정보자료실","0007","서초구","서울특별시 서초구 남부순환로 2248","02-3019-8055","http://www.seti.go.kr/","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.47088376","126.9972586"
"1739","서울연구원도서관","0007","서초구","서울특별시 서초구 남부순환로340길 57","02-2149-1024","http://library.si.re.kr/","평일 : 09:00~12:00 13:00~18:00 주말 :","토요일 국경일 공휴일 연구원 개원기념일(10월 1일)","전문도서관","37.47943876","127.020569"
"1734","서울인재개발원도서실","0007","서초구","서울특별시 서초구 남부순환로340길 58","02-3488-2024","http://lib-edu.seoul.go.kr/","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.48039714","127.0198949"
"1731","서울지방변호사회도서관","0007","서초구","서울특별시 서초구 법원로1길 21 변호사회관 내","02-6200-6262","www.seoulbar.or.kr/site/login/adminLoginUsr.do?flag=L","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.49260767","127.0085136"
