"고유번호","시설명","담당구","주소","연락처","홈페이지","추천수","주출입구 접근로 여부","장애인 전용 주차구역 여부","주출입구 높이차이 제거 여부","장애인용 승강기 여부","장애인 화장실 여부","장애인용 객실 이용가능 여부","장애인용 관람석 이용가능 여부","장애인 매표소 여부","시각장애인 편의서비스 여부","청각장애인 편의서비스 여부","안내 서비스 여부","휠체어 대여 여부"
"532","흑석1동파출소","동작구","서울시 동작구 현충로 56","02-815-9315","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1542","한남중앙교회","용산구","서울시 용산구 대사관로19길 11","02-794-7724","www.hannam.or.kr","2","Y","N","N","N","N","N","N","N","N","N","N","N"
"179","가회동주민센터","종로구","서울시 종로구 북촌로  35","02-2148-5215","http://www.jongno.go.kr/dongMain.do?dong=08","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3130","예일여자중학교","은평구","서울시 은평구 연서로 117","02-380-0905","www.yale.ms.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2726","성일초등학교","강동구","서울시 강동구 성내로15길 33","02-475-4641","www.seongil.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4180","올리브나무어린이집","강동구","서울시 강동구 양재대로134길 41","02-3426-8686","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"4550","별산솔어린이집","은평구","서울시 은평구 불광로13길 22","02-389-2977","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3475","성신여자대학교 성신관","성북구","서울시 성북구 보문로34다길  2","02-920-7114","http://www.sungshin.ac.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3745","김재규경찰학원","영등포구","서울시 영등포구 영등포로  414","02-823-3112","http://kpa.ubitia.com/","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"4011","고은어린이집","동작구","서울시 동작구 신대방2길 42-10","02-834-1097","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4570","새싹어린이집","도봉구","서울시 도봉구 시루봉로15마길 12","02-956-9301","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"781","용산구보건소","용산구","서울시 용산구 반포대로 150","02-2199-8012","health.yongsan.go.kr","1","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1597","발산동교회","강서구","서울시 강서구 공항대로36길 33","02-2667-0225","www.balsandong.kr","1","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1601","법륭사","강남구","서울시 강남구 광평로31길 56","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"88","문래동주민센터","영등포구","서울시 영등포구 문래로28길  15","02-2670-1174","http://www.ydp.go.kr/jumin/page.do?mCode=A025000000&path=jumin&dongNm=%B9%AE%B7%A1%B5%BF","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3049","신남중학교","양천구","서울시 양천구 중앙로29길 109","02-2602-7353","www.shinnam.ms.kr","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"2470","계상유치원","양천구","서울시 양천구 남부순환로86길 22","02-2625-5608","www.kyesang.happyihome.com/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2991","배문중학교","용산구","서울시 용산구 효창원로  258","02-3480-7285","http://www.baemoon.ms.kr/","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"3002","성산중학교","마포구","서울시 마포구 성지1길 32-13","02-332-0307","www.sungsan.ms.kr","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"2815","창림초","도봉구","서울시 도봉구 덕릉로63길  46","02-992-8633","www.changlim.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3007","신구중학교","강남구","서울시 강남구 압구정로36길 17","02-548-5038","www.shingu.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2480","신일유치원","중랑구","서울시 중랑구 면목로44길 55","02-493-7962","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2492","신영유치원","강서구","서울시 강서구 곰달래로25길 4","02-2692-2729","www.sykid.com","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3412","진명여자고등학교","양천구","서울시 양천구 목동로  170","02-2643-1711","http://www.jm.hs.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3527","서울대근대법학교육144주년기념관","관악구","서울시 관악구 관악로 1","","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2412","서울신내요양병원","중랑구","서울시 중랑구 용마산로 622","02-3422-1911","www.snhospital.com","3","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"634","강동우체국","강동구","서울시 강동구 양재대로112길 57","02-440-2828","www.koreapost.go.kr/se/134","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"563","수서 파출소","강남구","서울시 강남구 밤고개로1길  48","02-445-0112","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"580","신정1동지구대","양천구","서울시 양천구 중앙로32길 65","02-2643-0113 ","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"5736","홍대 비보이 전용극장","마포구","서울시 마포구 와우산로 121 삼진제약BD 지하1층","","","0","Y","Y","Y","Y","Y","N","Y","N","N","N","N","N"
"181","삼양동주민센터","강북구","서울시 강북구 삼양로 268","02-901-2014","http://dong.gangbuk.go.kr/site/samyang/main.do","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2962","영훈초등학교","강북구","서울시 강북구 도봉로13가길 19","02-944-7830","www.younghoon.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"1418","CGV불광","은평구","서울시 은평구 불광로  20","1544-1122","http://www.cgv.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"768","흑석동우체국","동작구","서울시 동작구 서달로15길 13","02-812-9053","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1435","대한극장","중구","서울시 중구 청파로 463","02-3393-3500","www.daehancinema.co.kr","0","Y","N","Y","N","N","N","Y","N","N","N","N","N"
"2084","아이파크몰","용산구","서울시 용산구 한강대로23길 55","02-2012-0101","www.iparkmall.co.kr ","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2094","갤러리아백화점WEST","강남구","서울시 강남구 압구정로 343","02-3449-4114","dept.gallera.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"300","가락본동주민센터","송파구","서울시 송파구 송파대로28길 3","02-2147-4420","http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC0300000000","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"778","관악구보건소","관악구","서울시 관악구 관악로  145","02-879-7010","health.gwanak.go.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"327","신촌동주민센터","서대문구","서울시 서대문구 이화여대길 92-8","02-330-8111","http://sc-dong.sdm.go.kr/sc-dong/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1903","신내제일교회","중랑구","서울시 중랑구 봉화산로52길 48","02-436-9027","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"652","답십리우체국","동대문구","서울시 동대문구 사가정로 7","02-2245-0115","","0","Y","N","N","N","Y","N","N","N","N","N","N","N"
"667","쌍문2동우체국","도봉구","서울시 도봉구 도봉로125길   88","02-992-2005","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"969","박형근정형외과","성동구","서울시 성동구 왕십리로  311","02-2293-1338 ","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"342","문정2동주민센터","송파구","서울시 송파구 중대로 16","02-2147-4540","http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC0900000000","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"330","명일1동 주민센터","강동구","서울시 강동구 양재대로138길 37","02-3425-7460","http://dong.gangdong.go.kr/site/contents/dong/3240041/main.jsp","0","N","Y","N","N","Y","N","N","N","N","N","N","N"
"299","방이2동주민센터","송파구","서울시 송파구 백제고분로 45","02-2147-4210","http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC1100000000","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"70","하계1동주민센터","노원구","서울시 노원구 노원로 261","02-2116-2562","http://www.nowon.kr/dong/index.jsp?dong=1053","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3790","서울여자대학교도서관","노원구","서울시 노원구 화랑로 621","02-970-5243","www.lib.swu.ac.kr","0","N","Y","Y","Y","N","N","N","N","N","N","N","N"
"3554","장로회신학대학교명성관.소망관기숙사","광진구","서울시 광진구 광장로5길 25-1","02-450-0700","www.puts.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3361","배문고등학교","용산구","서울시 용산구 효창원로 258","02-3480-7100","http://www.baemoon.hs.kr/","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"1623","한영교회","영등포구","서울시 영등포구 영중로41길   5","02-2634-8217","www.hanyoung.org","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"858","오금공원화장실","송파구","서울시 송파구 오금로 363","02-2147-3380","","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"597","은평경찰서","은평구","서울시 은평구 연서로 363","02-356-0112","http://www.smpa.go.kr/ep/","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"3576","우천학원","서초구","서울시 서초구 효령로 366","02-584-6851","www.kcgu.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"919","맑음숲한의원","동작구","서울시 동작구 동작대로 21","02-523-2020","http://www.o2clinic.co.kr/index_intro.php?page=html&br_cd=9&mc=020101","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"301","반포본동주민센터","서초구","서울시 서초구 신반포로  10","02-2155-7572","http://www.seocho.go.kr/site/v5/index.jsp","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"281","북가좌2동주민센터","서대문구","서울시 서대문구 응암로1길 10","02-330-8141","http://bgj2-dong.sdm.go.kr/bgj2-dong/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1816","마천동교회","송파구","서울시 송파구 성내천로47길 42","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1840","평강제일교회","구로구","서울시 구로구 오류로8라길 50","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2294","양병원","강동구","서울시 강동구 천호대로  1159","02-480-8000","www.yangh.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2261","위담한방병원","강남구","서울시 강남구 역삼로 430","02-556-1133","www.weedahm.com/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"932","수내과","금천구","서울시 금천구 남부순환로  1426","02-838-8381","http://sue.drline.net/index.asp","0","Y","N","Y","Y","N","N","N","N","N","N","N","N"
"836","새록어린이공원화장실","은평구","서울시 은평구 은평로13길  35","","http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000001069","1","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"948","서울미래정형외과","성북구","서울시 성북구 종암로21길 3","02-953-1414","","0","Y","N","N","Y","N","N","N","N","N","N","N","N"
"305","개포1동 주민센터","강남구","서울시 강남구 개포로 310-17","02-3423-7670","http://www.gangnam.go.kr/dong/main/main.do?dongCode=400101","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2939","한서초등학교","마포구","서울시 마포구 대흥로24바길 27","02-716-4914","www.hanseo.es.kr","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2482","서울여자대학교 부속유치원","노원구","서울시 노원구 화랑로 621","02-970-5353","www.swuchild.co.kr","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"4622","도봉숲속마을","도봉구","서울시 도봉구 도봉산길  54-14","02-954-0203","","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3937","예지어린이집","강서구","서울시 강서구 강서로18길 125","02-2601-0885","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"4586","유유어린이집","도봉구","서울시 도봉구 노해로63나길 8-11","02-905-0143","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4590","딩동댕어린이집","도봉구","서울시 도봉구 우이천로12길 24","02-993-9245","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3944","화곡어린이집","강서구","서울시 강서구 까치산로  60","02-2697-3105","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4521","미소담어린이집","강서구","서울시 강서구 곰달래로18길 33-13","02-2695-2220","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"5358","E&amp;C벤쳐드림타워5차","구로구","서울시 구로구 디지털로31길 53","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3822","선사어린이집","강동구","서울시 강동구 상암로3길 70","02-3426-1148","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3837","쌍문3동어린이집","도봉구","서울시 도봉구 노해로 224","02-990-3261","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3250","오류고등학교","구로구","서울시 구로구 오리로21길 2","02-2684-2300","www.oryu.hs.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4689","동작구청","동작구","서울시 동작구 장승배기로 161","02-820-1114","http://www.dongjak.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3205","문정중학교","송파구","서울시 송파구 문정로 73","02-448-6348","http://www.munjeong.ms.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3214","공항중학교","강서구","서울시 강서구 방화대로  241","02-2662-0471","http://konghang.ms.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3636","서울청탑입시학원","동작구","서울시 동작구 노량진로 114","02-817-3333","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2155","경찰병원","송파구","서울시 송파구 송이로 123","02-3400-1114","www.nph.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2104","2001아울렛중계점","노원구","서울시 노원구 동일로204가길 46","02-948-2001","shop.2001outlet.com/","1","Y","Y","Y","Y","Y","N","Y","N","N","N","N","N"
"2130","대림성모병원","영등포구","서울시 영등포구 시흥대로 657","02-8299-000","www.drh.co.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2134","강남세브란스","강남구","서울시 강남구 언주로 211","02-1599-6114","gs.iseverance.com/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2250","서울선병원","중랑구","서울시 중랑구 망우로 373","02-436-1900","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2351","맑은수병원","동대문구","서울시 동대문구 천호대로83길 44","02-2681-0119","www.cleansu.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"719","종로5가우체국","종로구","서울시 종로구 종로 207","02-763-0004","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"75","마천1동주민센터","송파구","서울시 송파구 마천로 343","02-2147-4120","http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC0600000000","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3325","예일여자고등학교","은평구","서울시 은평구 연서로 117","02-380-0972","www.yale.hs.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4281","우림어린이집","은평구","서울시 은평구 연서로18길 7","02-357-2235","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2128","사랑의 병원","관악구","서울시 관악구 남부순환로 1860","02-880-0114","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2136","차병원(별관)","강남구","서울시 강남구 논현로 566","02-3468-3000","www.chamc.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2211","장스여성병원","중랑구","서울시 중랑구 망우로 411","02-490-4000","www.jangshospital.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2215","베드로병원(증축 및 대수선)","강남구","서울시 강남구 남부순환로 2633","02-1544-7522","www.goodspine.org","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2235","도봉병원 &lt;건강검진센터&gt;","도봉구","서울시 도봉구 도봉로 726","02-3492-3250","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"630","강서우체국","강서구","서울시 강서구 강서로  448","02-2660-8913","http://www.koreapost.go.kr/se/157/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2746","녹번초등학교","은평구","서울시 은평구 녹번로1길 1","02-386-0753","www.nokbun.es.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3123","신현중학교","중랑구","서울시 중랑구 봉화산로 162","02-3421-0631","www.sinhyeon.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3129","장승중학교","동작구","서울시 동작구 장승배기로10가길 25","02-812-4415","www.jangseung.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2661","덕암초등학교","노원구","서울시 노원구 덕릉로112길 68","02-3392-0058","www.deokam.es.kr","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3053","영림중학교","구로구","서울시 구로구 가마산로27길 17","02-859-0322","www.younglim.ms.kr","0","N","N","Y","N","Y","Y","N","N","N","N","N","N"
"4267","소망어린이집","송파구","서울시 송파구 백제고분로27길 25","02-2202-4610","","0","Y","Y","Y","N","Y","Y","N","N","N","N","N","N"
"4674","K-2타워","성동구","서울시 성동구 성수이로22길   60","","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"3958","예사랑어린이집","강서구","서울시 강서구 초록마을로14길 2","02-2698-2293","","0","Y","Y","N","N","N","Y","N","N","N","N","N","N"
"3962","하늘샘어린이집","구로구","서울시 구로구 개봉로18길 17","02-2615-8825","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3373","문일고등학교","금천구","서울시 금천구 시흥대로47길 45","02-802-2301","www.moonil.hs.kr","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"3378","장훈고등학교","영등포구","서울시 영등포구 영등포로64길 26","02-842-6921","www.janghoon.hs.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3380","영등포공고","강서구","서울시 강서구 허준로5길  15","02-2659-2983","www.younggong.hs.kr","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"4692","청룡동 주민센터","관악구","서울시 관악구 쑥고개로  44","02-879-4381","http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7090","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3538","명지대인문캠퍼스종합학술관","서대문구","서울시 서대문구 거북골로 34","1577-0020","http://www.mju.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3535","연세대학교 체육관","서대문구","서울시 서대문구 연세로  50","02-2123-3781","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2038","대순진리회(용곡회관)","중랑구","서울시 중랑구 용마산로  530","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2272","뉴강서성심병원","강서구","서울시 강서구 양천로 45-5","02-2665-0911","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2765","이화여대부속초등학교","서대문구","서울시 서대문구 성산로 519-39","02-362-6179","www.ewha.net","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3077","연북중학교","서대문구","서울시 서대문구 연희로36길  32","02-332-7378","www.yeonbuk.ms.kr","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2782","상일초등학교","강동구","서울시 강동구 천호대로 1477","02-428-0348","www.seoulsangil.es.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2784","중랑초등학교","중랑구","서울시 중랑구 봉우재로6길 26","02-437-4147","www.jungrang.es.kr/","0","Y","N","Y","Y","N","N","N","N","N","N","N","N"
"2848","서울홍제초등학교","서대문구","서울시 서대문구 세검정로1길  85","02-396-7235","www.hongje.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3482","서울대환경안전원","관악구","서울시 관악구 관악로  1","02-880-5500","http://ieps.snu.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"64","ABC마트","중구","서울시 중구 명동8길  12","02-776-7711 ","http://www.abcmart.co.kr/","1","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"740","서교우체국","마포구","서울시 마포구 양화로  62","02-332-0288","","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"759","수유동우체국","강북구","서울시 강북구 삼양로 468","02-903-0031 ","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"856","연화공원화장실","송파구","서울시 송파구 새말로15길 17-5","","","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"1901","상봉교회","중랑구","서울시 중랑구 상봉중앙로6가길  19-9","02-434-9144","http://sangbong.onmam.com/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4290","모아래어린이집","금천구","서울시 금천구 가산로9길  35","02-865-7220","","0","Y","Y","Y","N","N","Y","N","N","N","N","N","N"
"1775","대한불교조계종성림사","마포구","서울시 마포구 월드컵북로15안길 15","02-334-6465","","1","Y","Y","N","N","N","N","N","N","N","N","N","N"
"317","회기동주민센터","동대문구","서울시 동대문구 회기로25길 12-1","02-2171-6402","http://dong.ddm.go.kr/intro","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"388","신원동주민센터","관악구","서울시 관악구 남부순환로198길 7","02-879-4711","http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7150","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1446","두봉빌딩","동대문구","서울시 동대문구 장한로2길 33","","","0","N","N","N","N","Y","N","N","N","N","N","N","N"
"707","오륜동우체국","송파구","서울시 송파구 양재대로 1218","02-404-0205","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3056","거원중학교","송파구","서울시 송파구 양산로2길  30","02-405-4200","www.geowon.ms.kr","0","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N"
"2022","창4동성당","도봉구","서울시 도봉구 마들로13길 192","02-990-9723","aos.catholic.or.kr/chang4dong","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2186","서울성모병원 ","서초구","서울시 서초구 반포대로  222","02-155-1511","www.cmcseoul.or.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"788","금호1가보건분소","성동구","서울시 성동구 금호로  114","02-2286-7102","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"245","발산1동주민센터","강서구","서울시 강서구 강서로47길  54","02-2600-7895","http://www.gangseo.seoul.kr/site/dong/index.jsp?dnum=17&dcode=BS1","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3035","백석중학교","강서구","서울시 강서구 등촌로51나길 35","02-2644-2886","http://www.baekseok.ms.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3046","미양중학교","강북구","서울시 강북구 인수봉로 39","02-981-6872","www.mi-yang.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3106","중계중학교","노원구","서울시 노원구 덕릉로76길 23","02-932-2545","www.junggye.ms.kr","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2534","강동유정유치원","강동구","서울시 강동구 상일로14길 41","02-428-4466","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"2564","계성초등학교","서초구","서울시 서초구 신반포로19길 23","02-590-5500","www.gyeseong1882.es.kr","0","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N"
"2918","서울개운초등학교","성북구","서울시 성북구 정릉로48길  52","02-925-8867","www.gaewoon.es.kr/","0","N","Y","N","Y","N","N","N","N","N","N","N","N"
"3142","한양대부속중학교","성동구","서울시 성동구 살곶이2길 27-2","02-2200-3700","http://www.hanyang-ag.ms.kr/","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"2584","신강초등학교","양천구","서울시 양천구 중앙로55길 72","02-2608-2567","www.singang.es.kr","0","N","N","Y","N","N","N","N","N","N","N","N","N"
"2590","신목초등학교","양천구","서울시 양천구 신목로5길 11-6","02-2649-8497","www.sinmoc.es.kr/","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"4683","서원동주민센터","관악구","서울시 관악구 관악로 255-7","02-879-4681","http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7140","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3813","동대문도서관","동대문구","서울시 동대문구 천호대로4길 22","02-2254-1844","www.ddmlib.sen.go.kr","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"4713","구로경찰서","구로구","서울시 구로구 가마산로 235","02-862-0112","http://www.smpa.go.kr/gr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3603","고우빌딩 (이씨씨 강동어학학원)","강동구","서울시 강동구 동남로75길  27","02-442-0509","","0","N","Y","N","Y","N","N","N","N","N","N","N","N"
"3494","개신대학원대학교","강북구","서울시 강북구 도봉로 235","02-945-0910","http://www.rts.ac.kr/","0","Y","Y","N","Y","N","N","N","N","N","N","N","N"
"3836","새송이어린이집","송파구","서울시 송파구 양재대로 62길-17","02-3401-3575","http://song2kids.net/","1","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4718","도봉보건소","도봉구","서울시 도봉구 방학로3길 117","02-2091-4402","http://health.dobong.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4597","아이세상어린이집","도봉구","서울시 도봉구 시루봉로 231","02-3493-5004","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3224","대치중학교","강남구","서울시 강남구 남부순환로378길 39","02-572-9781","www.daechi.ms.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3752","테마프라자(씨앤씨학원)","양천구","서울시 양천구 목동서로 389","02-2643-2025","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2532","유정유치원","송파구","서울시 송파구 충민로 177","02-408-3408","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2535","대진유치원","마포구","서울시 마포구 성미산로  110","02-334-0161","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2725","잠전초등학교","송파구","서울시 송파구 올림픽로12길 51","02-423-5625","www.jamjeon.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2958","안평초등학교","동대문구","서울시 동대문구 장한로14길 81","02-2214-0258","www.anpyeong.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2729","이문초등학교","동대문구","서울시 동대문구 신이문로 16","02-957-8141","www.imun.es.kr/","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"825","총신대입구역","동작구","서울시 동작구 동작대로 117","02-6110-4321.","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"4146","자연어린이집","강북구","서울시 강북구 오현로28길 11","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1919","경륜교회","노원구","서울시 노원구 초안산로3길 41","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"741","가양동우체국","강서구","서울시 강서구 허준로 95-5","02-2668-0100","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"334","용산등기소","용산구","서울시 용산구 백범로90길 32","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"87","중화1동주민센터","중랑구","서울시 중랑구 동일로134길 17","02-2094-6320","http://dong.jungnang.seoul.kr/dong/main.do?dong=09","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
