"시설명","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","설치장소설명","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","동시사용가능대수","공기주입가능여부","휴대전화충전가능여부","관리기관명","관리기관전화번호","데이터기준일자","제공기관코드","작업일시"
"관악산 무장애숲길","서울특별시","관악구","11620","-","서울특별시 관악구 신림동 산 56-2","37.4555997342","126.945751","무장애숲길 관리사무소 앞","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","무장애숲길 관리사무소","02-879-6521","2021-09-24","3200000","2022-02-14 14:37:29.0"
"관악구보건소","서울특별시","관악구","11620","서울특별시 관악구 봉천동 관악로 145 관악보건소 2동","서울특별시 관악구 봉천동 1570-1","37.478211","126.951501","1층 민원실","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","관악구 보건소","02-879-7106","2021-09-24","3200000","2022-02-14 14:37:29.0"
"관악구민체육센터","서울특별시","관악구","11620","서울특별시 관악구 봉천동 낙성대로3길 37 관악구민종합체육센터","서울특별시 관악구 봉천동 225","37.473067","126.960315","1층 로비","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","관악구민체육센터","02-870-7625","2021-09-24","3200000","2022-02-14 14:37:29.0"
"보라매동 주민센터","서울특별시","관악구","11620","서울특별시 관악구 봉천동 봉천로 279-8 보라매동 주민센터","서울특별시 관악구 봉천동 661","37.488130","126.932773","1층 출입구","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","보라매동 주민센터","02-879-4201","2021-09-24","3200000","2022-02-14 14:37:29.0"
"은천동 주민센터","서울특별시","관악구","11620","서울특별시 관악구 봉천동 봉천로33나길 30 은천동 복합청사","서울특별시 관악구 봉천동 905-29","37.485306","126.942408","지하1층 식당","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","은천동 주민센터","02-879-4231","2021-09-24","3200000","2022-02-14 14:37:29.0"
"성현동 주민센터","서울특별시","관악구","11620","서울특별시 관악구 봉천동 구암길 38 성현동 주민센터","서울특별시 관악구 봉천동 1712-9","37.489529","126.948147","1층 민원실 출입구 옆","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","성현동 주민센터","02-879-4261","2021-09-24","3200000","2022-02-14 14:37:29.0"
"중앙동주민센터","서울특별시","관악구","11620","서울특별시 관악구 양녕로6다길 7","서울특별시 관악구 봉천동 1512-7","37.484152","126.949728","지하 1층 입구 내 좌측","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","중앙동주민센터","02-879-4317","2021-09-24","3200000","2022-02-14 14:37:29.0"
"청림동주민센터","서울특별시","관악구","11620","서울특별시 관악구 봉천동 관악로40길 39 청림동 주민센터","서울특별시 관악구 봉천동 1000","37.492717","126.958219","2층 민원실 입구","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","청림동주민센터","02-879-4321","2021-09-24","3200000","2022-02-14 14:37:29.0"
"행운동주민센터","서울특별시","관악구","11620","서울특별시 관악구 행운1길 43","서울특별시 관악구 봉천동 1670-7","37.480605","126.957016","지하1층 주차장 옆","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","행운동주민센터","02-879-4351","2021-09-24","3200000","2022-02-14 14:37:29.0"
"청룡동 주민센터","서울특별시","관악구","11620","서울특별시 관악구 쑥고개로 44","서울특별시 관악구 봉천동 1539-1","37.479117","126.941634","주민센터 내 복도(청룡동 안내판 아래)","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","청룡동 주민센터","02-879-4381","2021-09-24","3200000","2022-02-14 14:37:29.0"
"낙성대동 주민센터","서울특별시","관악구","11620","서울특별시 관악구 낙성대로4가길 5","서울특별시 관악구 봉천동 1624-24","37.476257","126.958376","1층 출입구","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","낙성대동 주민센터","02-879-4411","2021-09-24","3200000","2022-02-14 14:37:29.0"
"인헌동주민센터","서울특별시","관악구","11620","서울특별시 관악구 남부순환로246가길 20","서울특별시 관악구 봉천동 1635-40","37.475099","126.965325","1층 복도","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","인헌동주민센터","02-879-4447","2021-09-24","3200000","2022-02-14 14:37:29.0"
"구로구청","서울특별시","구로구","11530","서울특별시 구로구 가마산로 245","서울특별시 구로구 구로동 435","37.49551123","126.8882891","구로구청 본관 1층","09:00","18:00","09:00","18:00","09:00","18:00","2","N","Y","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"구로구민체육센터","서울특별시","구로구","11530","서울특별시 구로구 고척로45길 39","서울특별시 구로구 고척동 산9-14","37.50658242","126.8532783","구로구민체육센터 1층","06:00","22:00","06:00","19:00","00:00","00:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"구로구시설관리공단","서울특별시","구로구","11530","서울특별시 구로구 구로동로26길 54","서울특별시 구로구 구로동 741-27","37.48987838","126.8865593","구로구시설관리공단 1층","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"구로구민회관","서울특별시","구로구","11530","서울특별시 구로구 가마산로25길 21","서울특별시 구로구 구로동 102","37.49710368","126.8895474","구로구민회관 1층","09:00","18:00","09:00","18:00","00:00","00:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"성프란치스꼬장애인종합복지관","서울특별시","구로구","11530","서울특별시 구로구 남부순환로105라길 25-10","서울특별시 구로구 가리봉동 131-1","37.48180209","126.8905627","성프란치스꼬장애인종합복지관 1층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"구로구보건소","서울특별시","구로구","11530","서울특별시 구로구 구로중앙로28길 66","서울특별시 구로구 구로동 109-4","37.50010203","126.8893394","보건소 2층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"신도림역","서울특별시","구로구","11530","서울특별시 구로구 새말로 지하 117-21","서울특별시 구로구 신도림동 460-26","37.50877132","126.891082","신도림역 2호선","06:00","23:00","06:00","23:00","06:00","23:00","2","N","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"솔밭근린공원","서울특별시","강북구","11305","서울시 강북구 삼양로 561","서울특별시 강북구 우이동 80","37.65301233","127.0122523","관리소 안심택배함 옆","00:00","24:00","00:00","24:00","00:00","24:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"서울대학교","서울특별시","관악구","11620","서울특별시 관악구 관악로1","서울특별시 관악구 신림동 산56-1","37.46803851","126.959296","중앙도서관 관정관 2층 사물함 옆","07:00","23:00","07:00","23:00","07:00","23:00","2","N","Y","서울대학교","02-880-8787","2020-06-05","6110000","2022-02-14 14:37:29.0"
"강북구청","서울특별시","강북구","11305","서울특별시 강북구 도봉로89길 13","서울특별시 강북구 수유동 192-59","37.63918553","127.0254518","행정청사","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북구청","02-901-6316","2020-06-05","6110000","2022-02-14 14:37:29.0"
"삼육대학교","서울특별시","노원구","11350","서울특별시 노원구 화랑로 815","서울특별시 노원구 공릉동 26-106","37.64335827","127.1088514","대학교","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","삼육대학교","02-3397-3238","2020-06-05","6110000","2022-02-14 14:37:29.0"
"이화여자대학교","서울특별시","서대문구","11410","서울특별시 서대문구 이화여대길 52","서울특별시 서대문구 대현동 11-1","37.56446407","126.9502883","이화여자대학교 학생문화관 1층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","이화여자대학교","02-3277-2184","2020-06-05","6110000","2022-02-14 14:37:29.0"
"경희대학교","서울특별시","동대문구","11230","서울특별시 동대문구 경희대로 26","서울특별시 동대문구 회기동 1-5","37.5939495","127.0548902","청운관 1층 장애학생지원센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","경희대학교","02-961-2104","2020-06-05","6110000","2022-02-14 14:37:29.0"
"성북장애인복지관","서울특별시","성북구","11290","서울특별시 성북구 화랑로130","서울특별시 성북구 하월곡동 11-11","37.60459952","127.0457204","복지관 (지하1층 1층 입구 4층)","09:00","18:00","00:00","00:00","00:00","00:00","4","N","Y","성북장애인복지관","02-915-9200","2020-06-05","6110000","2022-02-14 14:37:29.0"
"동대문구청","서울특별시","동대문구","11230","서울특별시 동대문구 천호대로 145","서울특별시 동대문구 용두동 39-9","37.57439316","127.0398969","행정청사","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","동대문구청","02-2127-4260","2020-06-05","6110000","2022-02-14 14:37:29.0"
"사람사랑양천장애인생활자립센터","서울특별시","양천구","11470","서울특별시 양천구 신정로 267","서울특별시 양천구 신정동 1254","37.51221943","126.8506703","IL센터(양천벤처타운 603호 열린마당)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","사람사랑양천장애인생활자립센터","02-2608-2979","2020-06-05","6110000","2022-02-14 14:37:29.0"
"가온장애인자립생활센터","서울특별시","마포구","11440","서울특별시 마포구 만리재로 14","서울특별시 마포구 공덕동 456","37.54399444","126.9528366","IL센터(2001호)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","가온장애인자립생활센터","070-8247-0733","2020-06-05","6110000","2022-02-14 14:37:29.0"
"사람희망 금천장애인자립생활센터","서울특별시","금천구","11545","서울특별시 금천구 두산로 70","서울특별시 금천구 독산동 291-1","37.46892203","126.8956206571","IL센터(현대지식산업센터 630호)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","사람희망 금천장애인자립생활센터","070-4035-4344","2020-06-05","6110000","2022-02-14 14:37:29.0"
"서대문햇살아래장애인자립생활센터","서울특별시","서대문구","11410","서울특별시 서대문구 통일로34길 28-6","서울특별시 서대문구 홍제동 105-80","37.58558663","126.9494545","서대문햇살아래보장구수리센터 1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서대문햇살아래장애인자립생활센터","02-720-6698","2020-06-05","6110000","2022-02-14 14:37:29.0"
"은평늘봄장애인자립생활센터","서울특별시","은평구","11380","서울특별시 은평구 불광로 7","서울특별시 은평구 대조동 25-6","37.6094728373","126.927181","IL센터 프로그램실(은평메디컬센터 3층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","은평늘봄장애인자립생활센터","02-354-1724","2020-06-05","6110000","2022-02-14 14:37:29.0"
"장애여성독립생활센터[숨]","서울특별시","강동구","11740","서울특별시 강동구 올림픽로 664","서울특별시 강동구 천호동 425-5","37.54055718","127.1249773","IL센터(대우베네시티상가 101동 408호)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","장애여성독립생활센터[숨]","02-441-2384","2020-06-05","6110000","2022-02-14 14:37:29.0"
"한울림장애인자립생활센터","서울특별시","관악구","11620","서울특별시 관악구 신림로 169","서울특별시 관악구 봉천동 947-7","37.4742366901","126.9337115417","IL센터(태광빌딩 4층) 프로그램실 앞","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","한울림장애인자립생활센터","02-878-2031","2020-06-05","6110000","2022-02-14 14:37:29.0"
"강서뇌성마비복지관","서울특별시","강서구","11500","서울특별시 강서구 방화대로 45길 69","서울특별시 강서구 방화동 452-5","37.57420788","126.8125833","복지관(지하2층 휠체어 보관소)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강서뇌성마비복지관","02-2662-3491","2020-06-05","6110000","2022-02-14 14:37:29.0"
"구립동대문장애인종합복지관","서울특별시","동대문구","11230","서울특별시 동대문구 청계천로 521","서울특별시 동대문구 용두동 255-69","37.57181454","127.0340455","복지관 1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","구립동대문장애인종합복지관","02-927-0063","2020-06-05","6110000","2022-02-14 14:37:29.0"
"맑은장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 강서로 466","서울특별시 강서구 등촌동 684-2","37.56689803","126.8414244","IL센터(우리벤처타운 201호)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","맑은장애인자립생활센터","02-2605-0420","2020-06-05","6110000","2022-02-14 14:37:29.0"
"연세대학교재활학교","서울특별시","서대문구","11410","서울특별시 서대문구 연세로 50","서울특별시 서대문구 연희동 27","37.5638048150","126.9429316209","지하주차장 1층","08:30","16:30","00:00","00:00","00:00","00:00","2","N","Y","연세대학교재활학교","02-2123-8134","2020-06-05","6110000","2022-02-14 14:37:29.0"
"강북장애인종합복지관","서울특별시","강북구","11305","서울특별시 강북구 오현로 189","서울특별시 강북구 번동 306-12","37.6287592","127.0390695","복지관 후문 주차장","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북장애인종합복지관","02-989-4214","2020-06-05","6110000","2022-02-14 14:37:29.0"
"삼양동종합복지센터","서울특별시","강북구","11305","서울특별시 강북구 삼양로 47길 9","서울특별시 강북구 미아동 749-25","37.62293303","127.0185409","삼양동종합복지센터 1층 로비","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","삼양동종합복지센터","02-945-1305","2020-06-05","6110000","2022-02-14 14:37:29.0"
"강북노인종합복지관","서울특별시","강북구","11305","서울특별시 강북구 삼양로 92길 40","서울특별시 강북구 수유동 122","37.63568736","127.0187526","복지관 1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북노인종합복지관","02-999-9179","2020-06-05","6110000","2022-02-14 14:37:29.0"
"미아동복합청사","서울특별시","강북구","11305","서울특별시 강북구 솔매로49길 14","서울특별시 강북구 미아동 197-1","37.62709036","127.0269747","행정청사","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","미아동복합청사","02-901-6316","2020-06-05","6110000","2022-02-14 14:37:29.0"
"관악구민체육센터(관악구시설관리공단)","서울특별시","관악구","11620","서울특별시 관악구 낙성대로3길 37","서울특별시 관악구 봉천동 225","37.47306649","126.9603153","운동시설","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","관악구민체육센터(관악구시설관리공단)","02-870-7625","2020-06-05","6110000","2022-02-14 14:37:29.0"
"북가좌제2동 주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 응암로1길 10","서울특별시 서대문구 북가좌동 324-13","37.58149154","126.9111778","행정청사","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","북가좌제2동 주민센터","02-330-8141","2020-06-05","6110000","2022-02-14 14:37:29.0"
"구로장애인자립생활센터","서울특별시","구로구","11530","서울특별시 구로구 가마산로27길 14","서울특별시 구로구 구로동 106-8","37.49772931","126.8918534","IL센터 8층 엘리베이터 앞","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","구로장애인자립생활센터","02-857-9501","2020-06-05","6110000","2022-02-14 14:37:29.0"
"서강대학교","서울특별시","마포구","11440","서울특별시 마포구 백범로 35","서울특별시 마포구 신수동 1-1","37.55146841","126.943027","대학교(장애학생지원센터BW205호)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서강대학교","02-705-7800","2020-06-05","6110000","2022-02-14 14:37:29.0"
"나로센터(라피드보호작업장)","서울특별시","영등포구","11560","서울특별시 영등포구 당산로40길16","서울특별시 영등포구 당산동4가 32-176","37.52920347","126.9003926","작업장 7층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","나로센터(라피드보호작업장)","02-2677-8008","2020-06-05","6110000","2022-02-14 14:37:29.0"
"새날동대문장애인자립생활센터","서울특별시","동대문구","11230","서울특별시 동대문구 천호대로 307","서울특별시 동대문구 답십리동 493-5","37.56579891","127.0547608","IL센터(클래식타워 606호)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","새날동대문장애인자립생활센터","02-959-5603","2020-06-05","6110000","2022-02-14 14:37:29.0"
"총신대학교","서울특별시","동작구","11590","서울특별시 동작구 사당로 143","서울특별시 동작구 사당동 200-1","37.48792793","126.9667615","총신대학교 종합관 1층 로비 왼편","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","총신대학교","02-3479-0543","2020-06-05","6110000","2022-02-14 14:37:29.0"
"성동장애인종합복지관","서울특별시","성동구","11200","서울특별시 성동구 청계천로 506","서울특별시 성동구 마장동 527-2","37.57022175","127.0334425","복지관 1층 주차장쪽 (이동보조기기수리센터)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성동장애인종합복지관","02-2290-3100","2020-06-05","6110000","2022-02-14 14:37:29.0"
"서울시립영등포장애인복지관","서울특별시","영등포구","11560","서울특별시 영등포구 버드나루로 22","서울특별시 영등포구 영등포동2가 94-379","37.52085927","126.9129013","복지관","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울시립영등포장애인복지관","02-3667-7979","2020-06-05","6110000","2022-02-14 14:37:29.0"
"도봉장애인자립생활센터","서울특별시","도봉구","11320","서울특별시 도봉구 도봉로 103길 21","서울특별시 도봉구 쌍문동 103-243","37.64491807","127.0309696","IL센터 1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","도봉장애인자립생활센터","02-993-6300","2020-06-05","6110000","2022-02-14 14:37:29.0"
"성동느티나무장애인자립생활센터","서울특별시","성동구","11200","서울특별시 성동구 성수일로10길 33","서울특별시 성동구 성수동2가 289-27","37.54654316","127.0539592","IL센터 916호 입구 앞","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성동느티나무장애인자립생활센터","02-2296-0551","2020-06-05","6110000","2022-02-14 14:37:29.0"
"서울시립뇌성마비복지관","서울특별시","노원구","11350","서울특별시 노원구 덕릉로 70가길 96","서울특별시 노원구 상계동 771","37.64244348","127.0565801","복지관 지하 서울시동북보조기기센터 내","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울시립뇌성마비복지관","02-932-4412","2020-06-05","6110000","2022-02-14 14:37:29.0"
"주몽재활원","서울특별시","강동구","11740","서울특별시 강동구 상암로 369","서울특별시 강동구 상일동 179","37.5461974","127.1633749","주몽재활원 3층 캐노피 입구","09:00","18:00","09:00","18:00","09:00","18:00","2","N","Y","주몽재활원","070-8255-0315","2020-06-05","6110000","2022-02-14 14:37:29.0"
"서울시립남부장애인종합복지관","서울특별시","동작구","11590","서울특별시 동작구 여의대방로 20길 33","서울특별시 동작구 신대방동 722","37.4953810628","126.9189142015","복지관 출입시 현관 왼쪽편에 설치","09:00","20:00","00:00","00:00","00:00","00:00","2","N","Y","서울시립남부장애인종합복지관","02-829-7112","2020-06-05","6110000","2022-02-14 14:37:29.0"
"이음장애인자립생활센터","서울특별시","영등포구","11560","서울특별시 영등포구 선유로 146","서울특별시 영등포구 양평동3가 46","37.5268533324","126.891823","IL센터(이앤씨드림타워 1213호 현관 입구에 위치)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","이음장애인자립생활센터","02-6081-5900","2020-06-05","6110000","2022-02-14 14:37:29.0"
"서울장애인자립생활센터","서울특별시","송파구","11710","서울특별시 송파구오금로507","서울특별시 송파구 거여동 37-3","37.49323503","127.1451804","IL센터(가야빌딩 6층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울장애인자립생활센터","02-404-0920","2020-06-05","6110000","2022-02-14 14:37:29.0"
"해오름장애인자립생활센터","서울특별시","영등포구","11560","서울특별시 영등포구 국회대로 62길14","서울특별시 영등포구 여의도동 18-3","37.52670394","126.9164739","IL센터(302호)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","해오름장애인자립생활센터","02-786-8500","2020-06-05","6110000","2022-02-14 14:37:29.0"
"도봉노적성해장애인자립생활센터","서울특별시","도봉구","11320","서울특별시 도봉구 도봉로 164길 33-25","서울특별시 도봉구 도봉동 626-16","37.67648669","127.0471928","IL센터(3층 304호 교육실 내부)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","도봉노적성해장애인자립생활센터","02-455-2887","2020-06-05","6110000","2022-02-14 14:37:29.0"
"연세대학교","서울특별시","서대문구","11410","서울특별시 서대문구 연세로 50","서울특별시 서대문구 신촌동 134","37.56380482","126.9429316","학생회관B11-18호(장애인권위원회실)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","연세대학교","02-2123-3633","2020-06-05","6110000","2022-02-14 14:37:29.0"
"서울새롬학교","서울특별시","관악구","11620","서울특별시 관악구 보라매로 44","서울특별시 관악구 봉천동 722-19","37.49316856","126.9273714","서울새롬학교 4층 복도","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울새롬학교","02-840-3535","2020-06-05","6110000","2022-02-14 14:37:29.0"
"구로조은장애인자립생활센터","서울특별시","구로구","11530","서울특별시 구로구 디지털로 31길 38-21","서울특별시 구로구 구로동 197-33","37.48652247","126.8937149","IL센터(203호) 입구 오른쪽에 배치","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","구로조은장애인자립생활센터","02-2616-3391","2020-06-05","6110000","2022-02-14 14:37:29.0"
"마포장애인종합복지관","서울특별시","마포구","11440","서울특별시 마포구 성산로 128","서울특별시 마포구 성산동 275-3","37.5637954434","126.9082018741","복지관정문","09:00","18:00","09:00","13:00","00:00","00:00","2","N","Y","마포장애인종합복지관","070-7458-3212","2020-06-05","6110000","2022-02-14 14:37:29.0"
"홀트강동복지관","서울특별시","강동구","11740","서울특별시 강동구 아리수로93길41","서울특별시 강동구 강일동 665-3","37.56621785","127.1732707","복지관 1층 출입문쪽 복도","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","홀트강동복지관","02-2251-6103","2020-06-05","6110000","2022-02-14 14:37:29.0"
"강남장애인복지관","서울특별시","강남구","11680","서울특별시 강남구 개포로605","서울특별시 강남구 개포동 12-10","37.49198231","127.0734687","복지관 5층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강남장애인복지관","02-445-8006","2020-06-05","6110000","2022-02-14 14:37:29.0"
"왕십리도선동주민센터","서울특별시","성동구","11200","서울특별시 성동구 마장로 141","","37.5678739340","127.0255270951","1층 정문 외부","09:00","18:00","00:00","00:00","00:00","00:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"금호2-3가동주민센터","서울특별시","성동구","11200","서울특별시 성동구 무수막18길 1","","37.5532390598","127.0209110953","1층 정문 외부","06:00","22:00","00:00","00:00","00:00","00:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"독서당인문아카데미센터","서울특별시","성동구","11200","서울특별시 성동구 금호로 30","","37.5461598550","127.0253043467","1층 출입구","09:00","21:00","09:00","21:00","00:00","00:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"서울숲공원 관리사무소","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 273","","37.5430702368","127.0417993255","관리사무소 1층","00:00","24:00","00:00","24:00","00:00","24:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"서울숲공원 커뮤니티센터","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 273","","37.5430702368","127.0417993255","커뮤니티센터 1층","00:00","24:00","00:00","24:00","00:00","24:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"성수이마트","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 379","","37.5399389","127.0534927452","5층 소아과 옆","10:00","23:00","10:00","23:00","10:00","23:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"마장동주민센터","서울특별시","성동구","11200","서울특별시 성동구 마장로42길 11","","37.5663182489","127.0454072202","입구계단 옆","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"성수2가1동주민센터","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로 385-19","","37.5395041","127.0540114","주민센터지하","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"상왕십리역","서울특별시","성동구","11200","서울특별시 성동구 왕십리로 지하 374","","37.5644673598","127.0290302021","1-1번 출구 셔텨앞","05:00","23:00","05:00","23:00","05:00","23:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"마장역","서울특별시","성동구","11200","서울특별시 성동구 마장로 296","","37.5657029568","127.0427582274","B2층 대합실 화장실 위생자판기옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"신금호역","서울특별시","성동구","11200","서울특별시 성동구 금호로 150-1","","37.5544212441","127.0204207207","B1층 편의점 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","Y","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"성동구청","서울특별시","성동구","11200","서울특별시 성동구 고산자로 270","","37.5634235900","127.0369663587","성동구청1층","09:00","21:00","09:00","21:00","09:00","21:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"성동구보건소","서울특별시","성동구","11200","서울특별시 성동구 마장로23길 10","","37.5670791452","127.0332147532","보건소후문 자전거보관소옆","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"장애인생활회관","서울특별시","성동구","11200","서울특별시 성동구 청계천로 516","","37.5707297100","127.0341581690","1층 정문옆","09:00","17:30","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"성동장애인종합복지관","서울특별시","성동구","11200","서울특별시 성동구 청계천로 506","","37.5702217535","127.0334425401","복지관1층바깥","09:00","17:30","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"성동재활의원","서울특별시","성동구","11200","서울특별시 성동구 뚝섬로1길 43 성수문화복지회관","","37.5453890","127.0470880","입구 오른편 데스크쪽","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"왕십리역","서울특별시","성동구","11200","서울특별시 성동구 왕십리로 지상 2층","","37.5612680","127.0380040","중앙선 출입구 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 성동구","02-2286-5430","2021-09-30","3030000","2022-02-14 14:37:29.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 종로 55","서울특별시 종로구 관철동 291-2","37.57021449","126.983238","1호선 지하1층 대합실","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2021-11-12","3000000","2022-02-14 14:37:29.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 종로 지하 129","서울특별시 종로구 종로3가 10-5","37.57042804","126.992031","1호선 12번 출구 방향","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2021-11-12","3000000","2022-02-14 14:37:29.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 종로 359","서울특별시 종로구 숭인동 81-39","37.57336617","127.0167339","1호선 상선 승강장 2-2지점","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2021-11-12","3000000","2022-02-14 14:37:29.0"
