시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류,장애인 주차칸 여부
능동공영주차장(구),광진구,77,광진구 능동 205-0,37.55402859,127.0802703,주차장,공영주차장,가능
덕원주차장(구),동대문구,77,동대문구 장안동 458-8,37.5623712,127.0687626,주차장,공영주차장,가능
일미일주차장,동작구,40,동작구 노량진동 151-10,37.514069,126.9451772,주차장,공영주차장,가능
구산동 마을공원 지하공동주차장(구),은평구,77,은평구 구산동 340-1,37.61473937,126.9084649,주차장,공영주차장,가능
서울프랑스학교 주차장,서초구,40,서초구 반포동 98-2,37.49596629,126.9979476,주차장,공영주차장,가능
신월1동저지복개2구역(구),양천구,40,양천구 신월동 90-1,37.53534524,126.834371,주차장,공영주차장,가능
새장골공영주차장(구),은평구,40,은평구 불광동 480-352,37.62446275,126.9235464,주차장,공영주차장,불가능
비봉주차장(구),종로구,40,종로구 구기동 139-9,37.61217999,126.9565353,주차장,공영주차장,불가능
코코종합상가 주차장,중구,40,중구 남창동 52-1 ,37.558762,126.977076,주차장,공영주차장,가능
문정골길 노상 공영주차장(구),송파구,78,송파구 문정동 41-14,37.48762446,127.1247322,주차장,공영주차장,가능
대봉주차장(민영),강남구,40,강남구 도곡동 457-0,37.48380108,127.0458597,주차장,민영주차장,불가능
대영주차장(민영),강남구,40,강남구 역삼동 741-0,37.49778214,127.0340241,주차장,민영주차장,불가능
현대주차장(민영),강남구,40,강남구 삼성동 148-1,37.51224473,127.0565303,주차장,민영주차장,불가능
금계주차장(민영),광진구,40,광진구 중곡동 637-7,37.55898383,127.0764296,주차장,민영주차장,불가능
동원주차장(민영),광진구,40,광진구 군자동 61-0,37.55495535,127.0756615,주차장,민영주차장,불가능
일승 주차장(민영),광진구,40,광진구 자양동 7-6,37.540273,127.069045,주차장,민영주차장,불가능
광일주차장(민영),동대문구,40,동대문구 장안동 463-6,37.56262356,127.0668804,주차장,민영주차장,불가능
동해주차장[중앙대 2호점](민영),동작구,40,동작구 흑석동 52-1,37.50769977,126.963319,주차장,민영주차장,불가능
aj파크 합정역점(민영),마포구,40,마포구 합정동 373-15,37.54857595,126.9141387,주차장,민영주차장,불가능
삼성유료주차장(민영),마포구,40,마포구 서교동 460-29,37.55641187,126.9173028,주차장,민영주차장,불가능
선교교육원주차장(민영),서대문구,40,서대문구 충정로2가 190-10,37.56424842,126.9628297,주차장,민영주차장,불가능
대승(민영),서초구,40,서초구 서초동 1485-12,37.48314479,127.0101548,주차장,민영주차장,불가능
양지(민영),서초구,40,서초구 서초동 1359-8,37.48630537,127.030811,주차장,민영주차장,불가능
진영주차장(민영),서초구,40,서초구 서초동 1604-9,37.48677967,127.0201777,주차장,민영주차장,불가능
현대(민영),성동구,40,성동구 용답동 231-0,37.5606174,127.0635005,주차장,민영주차장,불가능
미도주차장(민영),성북구,40,성북구 정릉동 16-486,37.60134531,127.0216183,주차장,민영주차장,불가능
송파주차장(민영),송파구,40,송파구 마천동 128-1,37.49654376,127.150206,주차장,민영주차장,불가능
중앙 주차장(민영),영등포구,40,영등포구 영등포동4가 71 ,37.519321,126.904552,주차장,민영주차장,불가능
남대문시장주차장(민영),중구,40,중구 남창동 189-0,37.55758579,126.9779875,주차장,민영주차장,불가능
성업주차장(민영),중구,40,중구 을지로3가 152-0,37.56669806,126.9932313,주차장,민영주차장,불가능
을삼 주차장(민영),중구,40,중구 을지로3가 141-1,37.56666599,126.9928164,주차장,민영주차장,불가능
행복주차장(민영),중구,40,중구 필동2가 20-4,37.56095471,126.9959424,주차장,민영주차장,불가능
서우빌딩 주차장,강남구,39,강남구 역삼동 837-0,37.4915874,127.0312061,주차장,공영주차장,가능
영동6교밑 공영주차장(시),강남구,39,강남구 대치동 512-1,37.49442284,127.0712286,주차장,공영주차장,가능
송림 기사식당길 공영주차장(구),광진구,39,광진구 자양동 794-0,37.53550977,127.0765292,주차장,공영주차장,가능
아차산공원 부설주차장,광진구,39,광진구 광장동 5-130,37.55208299,127.1001494,주차장,공영주차장,가능
불암산 공영주차장(구),노원구,39,노원구 중계동 26-0,37.66192599,127.0793403,주차장,공영주차장,불가능
중계4동 임시공영주차장(구),노원구,39,노원구 중계동 606-2,37.65859344,127.0735567,주차장,공영주차장,불가능
테라운드빌딩 주차장,서대문구,39,서대문구 창천동 72-14 ,37.55631688,126.9345635,주차장,공영주차장,가능
대유빌딩 주차장,서초구,39,서초구 반포동 736-2,37.50738304,127.02261,주차장,공영주차장,가능
대은빌딩 주차장,성북구,39,성북구 동선동1가 122-0,37.59381858,127.0194031,주차장,공영주차장,가능
청수프라자,성북구,39,성북구 정릉동 401-46 ,37.60888494,127.0101301,주차장,공영주차장,가능
우리공영주차장(구),양천구,39,양천구 목동 907-8,37.53665073,126.8791772,주차장,공영주차장,불가능
가양3동 황금내공원길(구),강서구,80,강서구 가양동 1485-0,37.56322542,126.8614874,주차장,공영주차장,가능
한두공영주차장(구),양천구,39,양천구 목동 610-5,37.54876937,126.8662288,주차장,공영주차장,불가능
후암동주차장(구),용산구,39,용산구 후암동 65-4,37.55048874,126.9764859,주차장,공영주차장,불가능
청계7가 공영주차장(시),종로구,39,종로구 창신동 436-87,37.5721271,127.0226665,주차장,공영주차장,가능
제일평화시장 주차장,중구,39,중구 신당동 775-0 ,37.5684799,127.0113683,주차장,공영주차장,가능
곰달래로5길 노상(구),양천구,80,양천구 신월동 126-36,37.53224358,126.8334025,주차장,공영주차장,가능
매바위 공영주차장(구),은평구,80,은평구 응암동 747-8,37.58652245,126.9210871,주차장,공영주차장,가능
용정주차장(민영),강서구,39,강서구 방화동 608-9,37.56532287,126.8160626,주차장,민영주차장,불가능
굿랜드(민영),노원구,39,노원구 월계동 411-34,37.62157397,127.0616797,주차장,민영주차장,불가능
사근주차장(민영),성동구,39,성동구 사근동 231-28,37.56269228,127.048581,주차장,민영주차장,불가능
JBK타워 주차장,강남구,38,강남구 삼성동 108-6,37.51504294,127.0631501,주차장,공영주차장,가능
삼성로,강남구,38,삼성로 508 ~ 삼성로 566,37.50841,127.0560224,주차장,공영주차장,가능
로뎀빌딩,강동구,38,강동구 천호동 362-3 ,37.54353069,127.127237,주차장,공영주차장,가능
솔샘로,강북구,38,솔샘로 220 ~ 솔샘로 246,37.61988869,127.0179308,주차장,공영주차장,가능
구로5동마을공동주차장(구),구로구,81,구로구 구로동 549-73,37.50085864,126.8860481,주차장,공영주차장,가능
로얄스퀘어호텔 주차장,강서구,38,강서구 공항동 1375-0,37.560632,126.810293,주차장,공영주차장,가능
봉천로,관악구,38,봉천로 560 ~ 봉천로 614-1,37.4777034,126.9598906,주차장,공영주차장,가능
조광빌딩 주차장,노원구,38,노원구 상계동 727-1,37.65416232,127.0614483,주차장,공영주차장,가능
서초대로50길,서초구,38,사임당로 39 ~ 반포대로30길 81,37.49001944,127.0136933,주차장,공영주차장,가능
우전빌딩 주차장,송파구,38,송파구 석촌동 286-9,37.50427887,127.1061456,주차장,공영주차장,가능
법안정사(구),양천구,38,양천구 목동 907-1,37.53565095,126.877711,주차장,공영주차장,가능
파리공원(구),양천구,38,양천구 목동 906-1,37.53393949,126.8762905,주차장,공영주차장,가능
청양빌딩,중구,38,중구 충정로1가 58-3 ,37.5675333,126.9687932,주차장,공영주차장,가능
유료주차장(민영),강남구,38,강남구 청담동 83-10,37.52587494,127.0411736,주차장,민영주차장,불가능
문화회관동측(구),양천구,82,양천구 목동 322-5,37.5161381,126.8629786,주차장,공영주차장,가능
면목초교주자창(구),중랑구,82,중랑구 면목동 192-1,37.58919215,127.0757948,주차장,공영주차장,가능
숭인주차장(민영),강북구,38,강북구 미아동 60-11,37.61377455,127.0290251,주차장,민영주차장,불가능
터미널유료주차장(민영),광진구,38,광진구 구의동 546-10,37.53406936,127.0947075,주차장,민영주차장,불가능
일미주차장(민영),동대문구,38,동대문구 장안동 345-3,37.57034149,127.0719397,주차장,민영주차장,불가능
공원주차장(민영),영등포구,38,영등포구 영등포동2가 28-110,37.52081073,126.9107746,주차장,민영주차장,불가능
강남 8258빌딩 주차장,강남구,37,강남구 역삼동 825-8,37.49652258,127.0287225,주차장,공영주차장,가능
강북구청별관,강북구,37,강북구 미아동 197-1 ,37.6270682,127.0269928,주차장,공영주차장,가능
미도빌딩 주차장,노원구,37,노원구 상계동 693-0,37.65601307,127.060548,주차장,공영주차장,가능
잠원동 K-TOWER,서초구,37,서초구 잠원동 12-25,37.51716998,127.0187909,주차장,공영주차장,가능
위례성길(D) 노상공영주차장(구),송파구,37,송파구 방이동 181-7,37.51288793,127.1246581,주차장,공영주차장,가능
갑을주차장,용산구,37,용산구 갈월동 2-5 ,37.5496449,126.972333,주차장,공영주차장,가능
서울창덕여자중학교,중구,37,중구 정동 27-3 ,37.56620883,126.970054,주차장,공영주차장,가능
동산 공영주차장(구),중구,83,중구 신당동 333-260,37.55634366,127.0159761,주차장,공영주차장,가능
아마노코리아 신내점 주차장,중랑구,37,중랑구 신내동 813-0 ,37.617626,127.104549,주차장,공영주차장,가능
명동주차장(민영),강남구,37,강남구 청담동 125-8,37.5254754,127.0524009,주차장,민영주차장,불가능
유림주차장(민영),성북구,37,성북구 석관동 336-14,37.61005718,127.0567261,주차장,민영주차장,불가능
서소문주차장(민영),중구,37,중구 서소문동 120-12,37.56235486,126.9742116,주차장,민영주차장,불가능
서부간선도로(구),금천구,36,금천구 가산동 557-4,37.47202979,126.8810482,주차장,공영주차장,가능
유경백화점뒤(구),노원구,36,노원구 중계동 364-16,37.65024849,127.0775191,주차장,공영주차장,가능
삼성디지털프라자 홍대점 주차장,마포구,36,마포구 동교동 156-4 ,37.557462,126.924038,주차장,공영주차장,가능
반포쇼핑타운 6동 주차장,서초구,36,서초구 잠원동 69-13,37.50701829,127.0063875,주차장,공영주차장,가능
가락 2공영주차장(구),송파구,84,송파구 가락동 80-2,37.49483782,127.119624,주차장,공영주차장,가능
중앙승가대학교,성북구,36,성북구 안암동5가 156-0 160,37.58932442,127.0286441,주차장,공영주차장,가능
백암빌딩 주차장,송파구,36,송파구 가락동 123-0,37.49548927,127.1244124,주차장,공영주차장,가능
강일동공영주차장(구),강동구,85,강동구 강일동 292-2,37.56645809,127.1722653,주차장,공영주차장,가능
비석거리 노상 공영주차장(구),송파구,36,송파구 가락동 95-6,37.49615662,127.1171915,주차장,공영주차장,가능
서계동공영주차장(구),용산구,36,용산구 서계동 276-5,37.55163663,126.9643958,주차장,공영주차장,불가능
청계5(방산동) 공영주차장(시),중구,36,중구 방산동 52-1,37.56948249,127.006212,주차장,공영주차장,가능
기성빌딩 주차장,중랑구,36,중랑구 망우동 470-11,37.59910159,127.097903,주차장,공영주차장,가능
매봉주차장(민영),강남구,36,강남구 도곡동 457-7,37.483247,127.0463874,주차장,민영주차장,불가능
한승주차장(민영),관악구,36,관악구 봉천동 865-1,37.47926409,126.9512015,주차장,민영주차장,불가능
쌍문주차장(민영),도봉구,36,도봉구 쌍문동 103-1,37.64631329,127.0328951,주차장,민영주차장,불가능
서초1주차장(민영),서초구,36,서초구 서초동 1464-13,37.48082008,127.012142,주차장,민영주차장,불가능
동도빌딩(민영),성북구,36,성북구 동소문동3가 63-0,37.59028938,127.0110292,주차장,민영주차장,불가능
청구성심병원외래(민영),은평구,36,은평구 갈현동 404-29,37.621063,126.91891,주차장,민영주차장,불가능
방산지하주차장(민영),중구,36,중구 주교동 19-1,37.56871142,127.0008357,주차장,민영주차장,불가능
선일주차장(민영),중구,36,중구 신당동 360-2,37.55513352,127.0099707,주차장,민영주차장,불가능
장연 주차장(민영),중랑구,36,중랑구 신내동 395-14,37.6078217,127.0992386,주차장,민영주차장,불가능
삼양빌딩 주차장,강남구,35,강남구 논현동 120-4,37.51091223,127.0219681,주차장,공영주차장,가능
망원 유료 주차장(구),마포구,86,마포구 망원동 394-79,37.55395473,126.9022569,주차장,공영주차장,가능
빨래골 노상공영(구),강북구,35,강북구 수유동 49-27,37.63155498,127.0182438,주차장,공영주차장,가능
다산동 공영주차장(구),중구,86,중구 신당동 432-1584,37.55454233,127.0085243,주차장,공영주차장,가능
구세군길 공영주차장(무인)(구),강북구,87,강북구 미아동 791-1360,37.62617605,127.0134424,주차장,공영주차장,가능
중곡복개천 공영주차장(B)(구),광진구,35,광진구 중곡동 277-20,37.56020438,127.085963,주차장,공영주차장,가능
반포쇼핑타운 1동 주차장,서초구,35,서초구 잠원동 75-10,37.50550745,127.0012477,주차장,공영주차장,가능
고척1동마을공동주차장(구),구로구,88,구로구 고척동 52-54,37.50228329,126.8639327,주차장,공영주차장,가능
구로2동 마을공동주차장(구),구로구,88,구로구 구로동 317-187,37.4914815,126.8883121,주차장,공영주차장,가능
마방로,서초구,35,마방로 68 ~ 마방로4길 3,37.47793416,127.0436426,주차장,공영주차장,가능
동아제일 주차장,용산구,35,용산구 남영동 17-1,37.54472149,126.9725599,주차장,공영주차장,가능
이촌1주차장[반포대교북단 하류],용산구,35,용산구 서빙고동 287-4 ,37.51770458,126.9919196,주차장,공영주차장,가능
동작대교 공영주차장(시),용산구,88,용산구 용산동6가 69-11,37.518577,126.983287,주차장,공영주차장,가능
경산빌딩 주차장,은평구,35,은평구 갈현동 393-1,37.62308921,126.9194432,주차장,공영주차장,가능
대아주차장(민영),강남구,35,강남구 역삼동 627-5,37.50384836,127.0338622,주차장,민영주차장,불가능
현대주차장(민영),강남구,35,강남구 역삼동 626-23,37.50355528,127.0329149,주차장,민영주차장,불가능
광진유료주차장(민영),광진구,35,광진구 구의동 243-4,37.53794565,127.0879939,주차장,민영주차장,불가능
주차장(민영),동대문구,35,동대문구 제기동 1054-1,37.57904117,127.0380421,주차장,민영주차장,불가능
선단주차장(민영),서초구,35,서초구 잠원동 38-24,37.51098326,127.0199038,주차장,민영주차장,불가능
합동주차장(민영),성북구,35,성북구 장위동 301-0,37.62130115,127.0479937,주차장,민영주차장,불가능
210-1 주차장(민영),송파구,35,송파구 석촌동 210,37.50212919,127.0972926,주차장,민영주차장,불가능
석촌주차장(민영),송파구,35,송파구 석촌동 212-6,37.50136456,127.0983605,주차장,민영주차장,불가능
대화주차장(민영),중구,35,중구 북창동 93-4,37.56163794,126.9786748,주차장,민영주차장,불가능
서일주차장(민영),중구,35,중구 초동 10-1,37.56531175,126.9937548,주차장,민영주차장,불가능
서목주차(민영),중랑구,35,중랑구 망우동 333-0,37.61229478,127.1016781,주차장,민영주차장,불가능
HK빌딩 주차장,강남구,34,강남구 논현동 199-2,37.50566321,127.024532,주차장,공영주차장,가능
일환빌딩,강남구,34,강남구 역삼동 703-5 ,37.50424724,127.0443686,주차장,공영주차장,가능
혜림빌딩 주차장,강남구,34,강남구 논현동 158-0,37.51012893,127.027273,주차장,공영주차장,가능
한천로,강북구,34,한천로109길 10 ~ 번동 242-8,37.62712247,127.0467486,주차장,공영주차장,가능
서원동제1공영(구),관악구,34,관악구 신림동 1642-7,37.48365166,126.9267706,주차장,공영주차장,가능
DBM빌딩 주차장,마포구,34,마포구 동교동 200-30,37.5576118,126.9224285,주차장,공영주차장,가능
영등포동제1공영(전통시장)(구),영등포구,34,영등포구 영등포동2가 230-0,37.52091713,126.910092,주차장,공영주차장,불가능
대학로 문화공간 주차장,종로구,34,종로구 동숭동 1-80,37.58228947,127.0036561,주차장,공영주차장,가능
연세봉래빌딩 주차장,중구,34,중구 봉래동1가 5-41,37.559467,126.97287,주차장,공영주차장,가능
중구통일회관,중구,34,중구 필동3가 21-7 ,37.56018305,126.9973351,주차장,공영주차장,가능
다산로,중구,34,다산로11길 3 ~ 다산로 77,37.55420723,127.0102081,주차장,공영주차장,가능
삼성유료주차장(민영),강남구,34,강남구 역삼동 725-28,37.4998621,127.0403171,주차장,민영주차장,불가능
구의주차장(민영),광진구,34,광진구 구의동 252-109,37.53868101,127.0837208,주차장,민영주차장,불가능
구로본동주차장(민영),구로구,34,구로구 구로동 426-6,37.49354783,126.8837802,주차장,민영주차장,불가능
왕십리(민영),성동구,34,성동구 하왕십리동 958-1,37.56331125,127.0310057,주차장,민영주차장,불가능
대영(민영),은평구,34,은평구 갈현동 395-8,37.62003275,126.9197531,주차장,민영주차장,불가능
선릉로146길(구),강남구,33,강남구 청담동 77-27,37.52175459,127.0402137,주차장,공영주차장,가능
육인빌딩 주차장,강남구,33,강남구 대치동 996-16,37.50832466,127.0654878,주차장,공영주차장,가능
한맥빌딩 주차장,강남구,33,강남구 논현동 165-8,37.50621251,127.0241296,주차장,공영주차장,가능
논현로190길,강남구,33,압구정동 369-1 ~ 압구정동 369-1,37.53255095,127.0285336,주차장,공영주차장,가능
삼성로,강남구,33,삼성로 710 ~ 삼성로 772,37.52074994,127.049431,주차장,공영주차장,가능
강남고려병원주차장,관악구,33,관악구 봉천동 36-83 ,37.48555073,126.9568138,주차장,공영주차장,가능
신림동제2공영(구),관악구,33,관악구 신림동 1472-1,37.484535,126.925775,주차장,공영주차장,가능
마포 창업복지관 주차장,마포구,33,마포구 상암동 1640-0 ,37.57414888,126.8899279,주차장,공영주차장,가능
등촌 2-1 공영주차장(구),강서구,90,강서구 등촌동 531-5,37.54982067,126.8613437,주차장,공영주차장,가능
구의2동 주택가 공영주차장(구),광진구,90,광진구 구의동 30-10,37.552973,127.09285,주차장,공영주차장,가능
지남빌딩,마포구,33,마포구 연남동 565-15 ,37.56016449,126.9208567,주차장,공영주차장,가능
까치공원공영주차장(구),중랑구,90,중랑구 면목동 570-0,37.58344393,127.0873474,주차장,공영주차장,가능
반포쇼핑타운 4동 주차장,서초구,33,서초구 잠원동 69-2,37.50651526,127.0047239,주차장,공영주차장,가능
홍성빌딩 주차장,성동구,33,성동구 성수동1가 656-410,37.54096389,127.0442902,주차장,공영주차장,가능
한솔병원 주차장,송파구,33,송파구 석촌동 176-3,37.50598254,127.1057458,주차장,공영주차장,가능
벚꽃길주차장(구),양천구,33,양천구 신정동 884-8,37.52756848,126.8599774,주차장,공영주차장,불가능
당산1동공영(구),영등포구,91,영등포구 당산동3가 6-1,37.52376124,126.8996074,주차장,공영주차장,가능
구룡산제1호(구),강남구,92,강남구 개포동 567-23,37.47791276,127.0660547,주차장,공영주차장,가능
벽산디지털밸리앞 노상주차장(구),영등포구,33,영등포구 문래동5가 5-0,37.5144104,126.8866604,주차장,공영주차장,가능
창의문로 관광버스 주차허용 구간(시),종로구,33,종로구 청운동 15-57 (벽산빌리지 9동 앞 ~ 청운중학교 100m 앞),37.59161666,126.9684399,주차장,공영주차장,가능
자하문로,종로구,33,자하문로 8  ~ 자하문로 74-1,37.57868886,126.9717658,주차장,공영주차장,가능
중부주차장,중구,33,중구 을지로5가 270-1 ,37.56650005,127.0012922,주차장,공영주차장,가능
남서울주차장(민영),강남구,33,강남구 역삼동 721-24,37.50047246,127.0434055,주차장,민영주차장,불가능
제일유료주차장(민영),강남구,33,강남구 역삼동 629-5,37.50346658,127.0342565,주차장,민영주차장,불가능
구로디지털단지역 공영주차장(시),구로구,93,구로구 구로동 810-3,37.48543179,126.9012433,주차장,공영주차장,가능
대림노외 공영주차장(시),구로구,93,구로구 구로동 120-5,37.4928472,126.8943315,주차장,공영주차장,가능
신일주차장(민영),관악구,33,관악구 신림동 361-71,37.46947204,126.930832,주차장,민영주차장,불가능
문화회관 지하주차장(구),양천구,93,양천구 신정동 322-0,37.5161202,126.8630821,주차장,공영주차장,가능
녹원(민영),은평구,33,은평구 대조동 88-34,37.61020053,126.9239104,주차장,민영주차장,불가능
교육청길(구),강북구,94,강북구 미아동 137-19,37.62266051,127.0285386,주차장,공영주차장,가능
창암(민영),은평구,33,은평구 진관동 295-2,37.65399111,126.9389814,주차장,민영주차장,불가능
미래빌딩 주차장,강남구,32,강남구 논현동 87-2,37.51465714,127.0309633,주차장,공영주차장,가능
송민빌딩 주차장,강남구,32,강남구 역삼동 826-28,37.4965192,127.0300878,주차장,공영주차장,가능
청산빌딩 주차장,노원구,32,노원구 상계동 705-2,37.65410812,127.0582408,주차장,공영주차장,가능
태웅빌딩 주차장,노원구,32,노원구 상계동 705-0,37.65399862,127.0577682,주차장,공영주차장,가능
칼리오페 주차장,마포구,32,마포구 서교동 344-6,37.55349117,126.9243112,주차장,공영주차장,가능
정원빌딩(禎愿빌딩),서초구,32,서초구 잠원동 18-3,37.51495793,127.0166312,주차장,공영주차장,가능
JR메디컬센터타워 주차장,성북구,32,성북구 정릉동 408-3 ,37.60736694,127.0100995,주차장,공영주차장,가능
동서시장 과일채소부 공영주차장(구),동대문구,94,동대문구 제기동 849-0,37.58046438,127.0406245,주차장,공영주차장,가능
방이습지 노상공영주차장(구),송파구,32,송파구 방이동 452-12,37.507947,127.137845,주차장,공영주차장,가능
태원빌딩 주차장,송파구,32,송파구 잠실동 193-0,37.51030773,127.0804594,주차장,공영주차장,가능
어울림주차장(구),양천구,32,양천구 신정동 318-2,37.5222405,126.8691397,주차장,공영주차장,불가능
한국거래소앞 노상주차장(구),영등포구,32,영등포구 여의도동 3-3,37.52238017,126.9282766,주차장,공영주차장,가능
청파동청사(구),용산구,32,용산구 청파동2가 91-1,37.54549939,126.9699178,주차장,공영주차장,불가능
서울디자인지원센터 주차장,종로구,32,종로구 종로6가 70-6,37.57288249,127.0081613,주차장,공영주차장,가능
삼보주차장(민영),강서구,32,강서구 등촌동 678-8,37.56158303,126.8396212,주차장,민영주차장,불가능
당곡주차장(민영),관악구,32,관악구 봉천동 961-15,37.4858879,126.9344661,주차장,민영주차장,불가능
훼미리주차장(민영),광진구,32,광진구 중곡동 626-11,37.55977145,127.0769715,주차장,민영주차장,불가능
영동설렁탕(민영),서초구,32,서초구 잠원동 10-41,37.51611751,127.0170114,주차장,민영주차장,불가능
대신(민영),성동구,32,성동구 용답동 229-6,37.56139433,127.0626076,주차장,민영주차장,불가능
A Tower 주차장,강남구,31,강남구 역삼동 822-1,37.49866878,127.0285269,주차장,공영주차장,가능
민 강남클리닉 주차장,강남구,31,강남구 논현동 55-3,37.51228672,127.0243389,주차장,공영주차장,가능
삼국빌딩 주차장,강남구,31,강남구 신사동 576-10,37.52480635,127.0269239,주차장,공영주차장,가능
논현로190길,강남구,31,압구정동 369-3 ~ 압구정동 462,37.53297148,127.0312632,주차장,공영주차장,가능
한승빌딩 주차장,광진구,31,광진구 자양동 216-10,37.53652636,127.084859,주차장,공영주차장,가능
신한증권옆(구),노원구,31,노원구 중계동 366-12,37.65135062,127.0776702,주차장,공영주차장,가능
주공5단지옆(구),노원구,31,노원구 중계동 359-16,37.65137448,127.0762317,주차장,공영주차장,가능
원형빌딩 주차장,도봉구,31,도봉구 쌍문동 96-4,37.64706817,127.0333303,주차장,공영주차장,가능
청계8가(북) 공영주차장(시),동대문구,31,동대문구 신설동 109-2,37.57181879,127.0240984,주차장,공영주차장,가능
솔표빌딩 주차장,동작구,31,동작구 대방동 339-1,37.51294242,126.9288698,주차장,공영주차장,가능
연희사러가쇼핑센터앞(구),서대문구,31,서대문구 연희동 137-7,37.56828356,126.9311608,주차장,공영주차장,가능
반포쇼핑타운 3동 주차장,서초구,31,서초구 잠원동 75-19,37.50611556,127.0037145,주차장,공영주차장,가능
양재2동주민센터 공영주차장(구),서초구,31,서초구 양재동 323-1,37.47065988,127.0412941,주차장,공영주차장,가능
옥수역 공영주차장(시),성동구,31,성동구 옥수동 401-1,37.54220898,127.0172941,주차장,공영주차장,가능
양천경찰서(구),양천구,31,양천구 신정동 322-3,37.51655293,126.8652145,주차장,공영주차장,가능
파킹클라우드,영등포구,31,영등포구 양평동2가 43-3 ,37.52520524,126.8831962,주차장,공영주차장,가능
올리브1,중구,31,중구 황학동 808-0 ,37.56617079,127.0232951,주차장,공영주차장,가능
봉수대공영주차장(구),중랑구,31,중랑구 신내동 12-2,37.61638404,127.1123001,주차장,공영주차장,불가능
화곡주차장(민영),강서구,31,강서구 화곡동 338-26,37.53393191,126.8459371,주차장,민영주차장,불가능
논현로22길(시),강남구,97,강남구 개포동 1266-0,37.48150119,127.0478133,주차장,공영주차장,가능
형제주차장(민영),구로구,31,구로구 개봉동 403-45,37.49120478,126.8562846,주차장,민영주차장,불가능
길목주차장(민영),금천구,31,금천구 독산동 977-22,37.47407887,126.9038142,주차장,민영주차장,불가능
삼하주차장(민영),동작구,31,동작구 노량진동 270-3,37.51188946,126.9350199,주차장,민영주차장,불가능
정릉주차장(민영),성북구,31,성북구 정릉동 383-23,37.60758811,127.0085669,주차장,민영주차장,불가능
주승주차장(민영),송파구,31,송파구 잠실동 128,37.50550637,127.0777091,주차장,민영주차장,불가능
창원주차장/김장중(민영),중랑구,31,중랑구 망우동 515-44,37.59470048,127.094458,주차장,민영주차장,불가능
MG타워 주차장,강남구,30,강남구 신사동 512-9,37.51795989,127.021309,주차장,공영주차장,가능
송암빌딩 주차장,강남구,30,강남구 논현동 84-0,37.51670412,127.0348406,주차장,공영주차장,가능
어제오늘와이앤티성형외과의원 주차장,강남구,30,강남구 논현동 159-3,37.50957252,127.0258394,주차장,공영주차장,가능
마을공원(구),성북구,98,성북구 장위동 77-79,37.61717024,127.0533551,주차장,공영주차장,가능
오성빌딩 주차장,강남구,30,강남구 역삼동 831-42 ,37.49389008,127.0313436,주차장,공영주차장,가능
평화빌딩 주차장,강남구,30,강남구 신사동 629-15 ,37.52162851,127.0326552,주차장,공영주차장,가능
대치유수지(구),강남구,99,강남구 대치동 78-29,37.50521704,127.068259,주차장,공영주차장,가능
혜성빌딩 주차장,강남구,30,강남구 논현동 89-0,37.51532805,127.0330234,주차장,공영주차장,가능
삼성동제1공영(구),관악구,30,관악구 신림동 322-2,37.46426571,126.9300025,주차장,공영주차장,불가능
아톰(구),금천구,30,금천구 가산동 345-48,37.47026481,126.8832475,주차장,공영주차장,가능
고려빌딩 주차장,노원구,30,노원구 상계동 724-3,37.65452056,127.0630074,주차장,공영주차장,가능
창동역 (구)구청별관주차장(구),도봉구,30,도봉구 창동 5-1,37.65310535,127.0495673,주차장,공영주차장,가능
동창빌딩 주차장,동작구,30,동작구 노량진동 231-4,37.50892699,126.9405606,주차장,공영주차장,가능
피델리아 주차장,서대문구,30,서대문구 창천동 18-21 ,37.55667271,126.937399,주차장,공영주차장,가능
반포쇼핑타운 5동 주차장,서초구,30,서초구 잠원동 69-5 ,37.506744,127.005569,주차장,공영주차장,가능
잠원동휴먼타워 주차장,서초구,30,서초구 잠원동 20-9,37.51576733,127.0192015,주차장,공영주차장,가능
노벨빌딩 주차장,성동구,30,성동구 성수동1가 656-950 ,37.545435,127.045302,주차장,공영주차장,가능
KB국민은행,성북구,30,성북구 동선동1가 117-0 ,37.59303229,127.0176663,주차장,공영주차장,가능
태창빌딩,성북구,30,성북구 길음동 1070-24 ,37.60498786,127.0254859,주차장,공영주차장,가능
빌라드그리움 주차장,송파구,30,송파구 석촌동 256-0,37.50039737,127.1040847,주차장,공영주차장,가능
새한빌딩 주차장,영등포구,30,영등포구 당산동1가 254-3 ,37.52240974,126.8962236,주차장,공영주차장,가능
강변(건물) 공영주차장(구),성동구,99,성동구 성수동1가 366-1,37.53696583,127.0490425,주차장,공영주차장,가능
이촌로,용산구,30,이촌로 67 ~ 이촌로 16-4 맞은편,37.52634062,126.9561765,주차장,공영주차장,가능
대왕초 공영주차장(구),강남구,100,강남구 세곡동 517-0,37.46445115,127.1055827,주차장,공영주차장,가능
오산 주차장,은평구,30,은평구 대조동 6-9 ,37.6112204,126.9286583,주차장,공영주차장,가능
세운상가밑(구),종로구,30,종로구 장사동 116-3,37.5695652,126.9954784,주차장,공영주차장,가능
적선동 주차장(시),종로구,30,종로구 적선동 140-0,37.57449014,126.9741859,주차장,공영주차장,불가능
봉우재로,중랑구,30,봉우재로 53 ~ 봉우재로 11,37.59069247,127.077999,주차장,공영주차장,가능
봉우재로,중랑구,30,봉우재로 115 ~ 봉우재로 73,37.59183615,127.0821784,주차장,공영주차장,가능
