,고유번호,시설명,담당구,주소,연락처,홈페이지,추천수,주출입구 접근로 여부,장애인 전용 주차구역 여부,주출입구 높이차이 제거 여부,장애인용 승강기 여부,장애인 화장실 여부,장애인용 객실 이용가능 여부,장애인용 관람석 이용가능 여부,장애인 매표소 여부,시각장애인 편의서비스 여부,청각장애인 편의서비스 여부,안내 서비스 여부,휠체어 대여 여부,위도,경도
1502,2130,대림성모병원,영등포구,서울시 영등포구 시흥대로 657,02-8299-000,www.drh.co.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4906357,126.9071846
1503,2134,강남세브란스,강남구,서울시 강남구 언주로 211,02-1599-6114,gs.iseverance.com/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.492736,127.0462661
1504,2250,서울선병원,중랑구,서울시 중랑구 망우로 373,02-436-1900,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5985934,127.0936128
1505,2351,맑은수병원,동대문구,서울시 동대문구 천호대로83길 44,02-2681-0119,www.cleansu.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5638457,127.0655322
1506,719,종로5가우체국,종로구,서울시 종로구 종로 207,02-763-0004,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5712546,127.0006933
1507,75,마천1동주민센터,송파구,서울시 송파구 마천로 343,02-2147-4120,http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC0600000000,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.493018,127.1526497
1508,3325,예일여자고등학교,은평구,서울시 은평구 연서로 117,02-380-0972,www.yale.hs.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.6101791,126.9151623
1509,4281,우림어린이집,은평구,서울시 은평구 연서로18길 7,02-357-2235,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.612297,126.9183573
1510,2128,사랑의 병원,관악구,서울시 관악구 남부순환로 1860,02-880-0114,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.479575,126.9562705
1511,2136,차병원(별관),강남구,서울시 강남구 논현로 566,02-3468-3000,www.chamc.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5065713,127.0348
1512,2211,장스여성병원,중랑구,서울시 중랑구 망우로 411,02-490-4000,www.jangshospital.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5995459,127.0977381
1513,2215,베드로병원(증축 및 대수선),강남구,서울시 강남구 남부순환로 2633,02-1544-7522,www.goodspine.org,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4853251,127.0377431
1514,2235,도봉병원 &lt;건강검진센터&gt;,도봉구,서울시 도봉구 도봉로 726,02-3492-3250,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.6691144,127.0438299
1515,630,강서우체국,강서구,서울시 강서구 강서로  448,02-2660-8913,http://www.koreapost.go.kr/se/157/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5535944,126.8412653
1516,2746,녹번초등학교,은평구,서울시 은평구 녹번로1길 1,02-386-0753,www.nokbun.es.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.604291,126.926111
1517,3123,신현중학교,중랑구,서울시 중랑구 봉화산로 162,02-3421-0631,www.sinhyeon.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6046114,127.0916088
1518,3129,장승중학교,동작구,서울시 동작구 장승배기로10가길 25,02-812-4415,www.jangseung.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5033584,126.940722
1519,2661,덕암초등학교,노원구,서울시 노원구 덕릉로112길 68,02-3392-0058,www.deokam.es.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6664888,127.0814678
1520,3053,영림중학교,구로구,서울시 구로구 가마산로27길 17,02-859-0322,www.younglim.ms.kr,0,N,N,Y,N,Y,Y,N,N,N,N,N,N,37.4975539,126.8903736
1521,4267,소망어린이집,송파구,서울시 송파구 백제고분로27길 25,02-2202-4610,,0,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,37.5053746,127.0933453
1522,4674,K-2타워,성동구,서울시 성동구 성수이로22길   60,,,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.5436928,127.0614215
1523,3958,예사랑어린이집,강서구,서울시 강서구 초록마을로14길 2,02-2698-2293,,0,Y,Y,N,N,N,Y,N,N,N,N,N,N,37.5417684,126.8502202
1524,3962,하늘샘어린이집,구로구,서울시 구로구 개봉로18길 17,02-2615-8825,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.49138790000001,126.8569941
1525,3373,문일고등학교,금천구,서울시 금천구 시흥대로47길 45,02-802-2301,www.moonil.hs.kr,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.4493523,126.8984231
1526,3378,장훈고등학교,영등포구,서울시 영등포구 영등포로64길 26,02-842-6921,www.janghoon.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5133645,126.9151152
1527,3380,영등포공고,강서구,서울시 강서구 허준로5길  15,02-2659-2983,www.younggong.hs.kr,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5688397,126.851018
1528,4692,청룡동 주민센터,관악구,서울시 관악구 쑥고개로  44,02-879-4381,http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7090,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4786585,126.9435529
1529,3538,명지대인문캠퍼스종합학술관,서대문구,서울시 서대문구 거북골로 34,1577-0020,http://www.mju.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5794251,126.9214472
1530,3535,연세대학교 체육관,서대문구,서울시 서대문구 연세로  50,02-2123-3781,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5583716,126.9374795
1531,2038,대순진리회(용곡회관),중랑구,서울시 중랑구 용마산로  530,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5917707,127.0945783
1532,2272,뉴강서성심병원,강서구,서울시 강서구 양천로 45-5,02-2665-0911,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5732339,126.8087704
1533,2765,이화여대부속초등학교,서대문구,서울시 서대문구 성산로 519-39,02-362-6179,www.ewha.net,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5632286,126.9434177
1534,3077,연북중학교,서대문구,서울시 서대문구 연희로36길  32,02-332-7378,www.yeonbuk.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5781591,126.9378038
1535,2782,상일초등학교,강동구,서울시 강동구 천호대로 1477,02-428-0348,www.seoulsangil.es.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5471517,127.1723531
1536,2784,중랑초등학교,중랑구,서울시 중랑구 봉우재로6길 26,02-437-4147,www.jungrang.es.kr/,0,Y,N,Y,Y,N,N,N,N,N,N,N,N,37.5893695,127.0757187
1537,2848,서울홍제초등학교,서대문구,서울시 서대문구 세검정로1길  85,02-396-7235,www.hongje.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5936893,126.9443997
1538,3482,서울대환경안전원,관악구,서울시 관악구 관악로  1,02-880-5500,http://ieps.snu.ac.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4814353,126.9549042
1539,64,ABC마트,중구,서울시 중구 명동8길  12,02-776-7711 ,http://www.abcmart.co.kr/,1,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5626781,126.984557
1540,740,서교우체국,마포구,서울시 마포구 양화로  62,02-332-0288,,0,Y,N,Y,N,Y,N,N,N,N,N,N,N,37.552785,126.9186125
1541,759,수유동우체국,강북구,서울시 강북구 삼양로 468,02-903-0031 ,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.6448989,127.0159534
1542,856,연화공원화장실,송파구,서울시 송파구 새말로15길 17-5,,,0,Y,N,Y,N,Y,N,N,N,N,N,N,N,37.4852924,127.1293578
1543,1901,상봉교회,중랑구,서울시 중랑구 상봉중앙로6가길  19-9,02-434-9144,http://sangbong.onmam.com/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6001431,127.0882376
1544,4290,모아래어린이집,금천구,서울시 금천구 가산로9길  35,02-865-7220,,0,Y,Y,Y,N,N,Y,N,N,N,N,N,N,37.4762311,126.8895033
1545,1775,대한불교조계종성림사,마포구,서울시 마포구 월드컵북로15안길 15,02-334-6465,,1,Y,Y,N,N,N,N,N,N,N,N,N,N,37.562923,126.9115626
1546,317,회기동주민센터,동대문구,서울시 동대문구 회기로25길 12-1,02-2171-6402,http://dong.ddm.go.kr/intro,0,Y,N,Y,N,Y,N,N,N,N,N,N,N,37.5906388,127.0552001
1547,388,신원동주민센터,관악구,서울시 관악구 남부순환로198길 7,02-879-4711,http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7150,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.483515,126.9374405
1548,1446,두봉빌딩,동대문구,서울시 동대문구 장한로2길 33,,,0,N,N,N,N,Y,N,N,N,N,N,N,N,37.5622479,127.0672104
1549,707,오륜동우체국,송파구,서울시 송파구 양재대로 1218,02-404-0205,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5140777,127.1334283
1550,3056,거원중학교,송파구,서울시 송파구 양산로2길  30,02-405-4200,www.geowon.ms.kr,0,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,37.4883207,127.1462105
1551,2022,창4동성당,도봉구,서울시 도봉구 마들로13길 192,02-990-9723,aos.catholic.or.kr/chang4dong,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.65759,127.0463065
1552,2186,서울성모병원 ,서초구,서울시 서초구 반포대로  222,02-155-1511,www.cmcseoul.or.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.494564,127.0063821
1553,788,금호1가보건분소,성동구,서울시 성동구 금호로  114,02-2286-7102,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5512857,127.023034
1554,245,발산1동주민센터,강서구,서울시 강서구 강서로47길  54,02-2600-7895,http://www.gangseo.seoul.kr/site/dong/index.jsp?dnum=17&dcode=BS1,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5528485,126.8324547
1555,3035,백석중학교,강서구,서울시 강서구 등촌로51나길 35,02-2644-2886,http://www.baekseok.ms.kr/,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5483517,126.858808
1556,3046,미양중학교,강북구,서울시 강북구 인수봉로 39,02-981-6872,www.mi-yang.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6232973,127.0122428
1557,3106,중계중학교,노원구,서울시 노원구 덕릉로76길 23,02-932-2545,www.junggye.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6550962,127.0754735
1558,2534,강동유정유치원,강동구,서울시 강동구 상일로14길 41,02-428-4466,,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.52552379999999,127.1275963
1559,2564,계성초등학교,서초구,서울시 서초구 신반포로19길 23,02-590-5500,www.gyeseong1882.es.kr,0,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,37.5044669,126.9964732
1560,2918,서울개운초등학교,성북구,서울시 성북구 정릉로48길  52,02-925-8867,www.gaewoon.es.kr/,0,N,Y,N,Y,N,N,N,N,N,N,N,N,37.6025259,127.0274793
1561,3142,한양대부속중학교,성동구,서울시 성동구 살곶이2길 27-2,02-2200-3700,http://www.hanyang-ag.ms.kr/,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5624663,127.0467249
1562,2584,신강초등학교,양천구,서울시 양천구 중앙로55길 72,02-2608-2567,www.singang.es.kr,0,N,N,Y,N,N,N,N,N,N,N,N,N,37.52595910000001,126.8416634
1563,2590,신목초등학교,양천구,서울시 양천구 신목로5길 11-6,02-2649-8497,www.sinmoc.es.kr/,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.51692269999999,126.8726846
1564,4683,서원동주민센터,관악구,서울시 관악구 관악로 255-7,02-879-4681,http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7140,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4871775,126.956625
1565,3813,동대문도서관,동대문구,서울시 동대문구 천호대로4길 22,02-2254-1844,www.ddmlib.sen.go.kr,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N,37.5735971,127.0243719
1566,4713,구로경찰서,구로구,서울시 구로구 가마산로 235,02-862-0112,http://www.smpa.go.kr/gr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4947449,126.8865872
1567,3603,고우빌딩 (이씨씨 강동어학학원),강동구,서울시 강동구 동남로75길  27,02-442-0509,,0,N,Y,N,Y,N,N,N,N,N,N,N,N,37.5539395,127.1551305
1568,3494,개신대학원대학교,강북구,서울시 강북구 도봉로 235,02-945-0910,http://www.rts.ac.kr/,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,37.6295252,127.0244785
1569,3836,새송이어린이집,송파구,서울시 송파구 양재대로 62길-17,02-3401-3575,http://song2kids.net/,1,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4982219,127.1188122
1570,4718,도봉보건소,도봉구,서울시 도봉구 방학로3길 117,02-2091-4402,http://health.dobong.go.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6580211,127.0387508
1571,4597,아이세상어린이집,도봉구,서울시 도봉구 시루봉로 231,02-3493-5004,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.6688101,127.0352236
1572,3224,대치중학교,강남구,서울시 강남구 남부순환로378길 39,02-572-9781,www.daechi.ms.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4845654,127.0472825
1573,3752,테마프라자(씨앤씨학원),양천구,서울시 양천구 목동서로 389,02-2643-2025,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5157195,126.861193
1574,2532,유정유치원,송파구,서울시 송파구 충민로 177,02-408-3408,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4856647,127.1330623
1575,2535,대진유치원,마포구,서울시 마포구 성미산로  110,02-334-0161,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5615164,126.9194136
1576,2725,잠전초등학교,송파구,서울시 송파구 올림픽로12길 51,02-423-5625,www.jamjeon.es.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5071595,127.0842277
1577,2958,안평초등학교,동대문구,서울시 동대문구 장한로14길 81,02-2214-0258,www.anpyeong.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5659237,127.0727621
1578,2729,이문초등학교,동대문구,서울시 동대문구 신이문로 16,02-957-8141,www.imun.es.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N,37.60204,127.0641929
1579,825,총신대입구역,동작구,서울시 동작구 동작대로 117,02-6110-4321.,,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.4875138,126.9821618
1580,4146,자연어린이집,강북구,서울시 강북구 오현로28길 11,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6278204,127.0391909
1581,1919,경륜교회,노원구,서울시 노원구 초안산로3길 41,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6295455,127.0520658
1582,741,가양동우체국,강서구,서울시 강서구 허준로 95-5,02-2668-0100,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5672001,126.8515398
1583,334,용산등기소,용산구,서울시 용산구 백범로90길 32,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5367042,126.9692349
1584,87,중화1동주민센터,중랑구,서울시 중랑구 동일로134길 17,02-2094-6320,http://dong.jungnang.seoul.kr/dong/main.do?dong=09,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6011323,127.0806479
1585,100,사당2동주민센터,동작구,서울시 동작구 동작대로29길 63-26,02-534-0010,http://www.dongjak.go.kr/dong/main/main.do?dongCode=09,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4883609,126.9775741
1586,5273,에이스테크노타워3차,구로구,서울시 구로구 디지털로29길 38,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4844648,126.8932855
1587,183,공덕동주민센터,마포구,서울시 마포구 만리재옛길 84,02-3153-6500,http://www.mapo.go.kr/CmsWeb/template/gongdeok,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5501344,126.960019
1588,936,강북으뜸내과,동대문구,서울시 동대문구 전농로 110,02-2248-1191,,0,Y,N,N,N,N,N,N,N,N,N,N,N,37.57464909999999,127.0579255
1589,466,대방지구대,동작구,서울시 동작구 신대방1다길 24,02-821-2431,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4866108,126.9059328
1590,226,신사1동 주민센터,은평구,서울시 은평구 은평로2길 2,02-351-5332,http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000002307,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5977505,126.9117633
1591,240,장안1동주민센터,동대문구,서울시 동대문구 한천로18길 52,02-2171-6282,http://dong.ddm.go.kr/intro,0,N,Y,N,N,Y,N,N,N,N,N,N,N,37.5677811,127.0663977
1592,4027,구립서원어린이집,관악구,서울시 관악구 서원3길 25,02-889-5845,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4768877,126.9341313
1593,3310,개포 고등학교,강남구,서울시 강남구 개포로 402,02-576-3333,www.gaepo.hs.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4846776,127.0596014
1594,4435,중앙청사어린이집,종로구,서울시 종로구 효자로 39,02-735-6400,http://www.jakidscare.co.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5797195,126.9732523
1595,3175,대청중학교,강남구,서울시 강남구 양재천로 321,02-553-9830,www.daecheong.ms.kr,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4905203,127.0583895
1596,3178,신정여자중학교,강서구,서울시 강서구 등촌로13아길 20,02-2644-3548,www.shinjeong.ms.kr,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.5380245,126.8568925
1597,2926,영화초등학교,동작구,서울시 동작구 등용로8길 3,02-824-6051,www.youngwha.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5083322,126.9337092
1598,3094,방학중,도봉구,서울시 도봉구 시루봉로  188,02-956-8343,www.banghak.ms.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.6633618,127.0334554
1599,3095,신연중학교,서대문구,서울시 서대문구 모래내로 408,02-379-4317,www.sinyeon.ms.kr,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.58245489999999,126.9394981
1600,2475,유성유치원,용산구,서울시 용산구 회나무로13가길 16,02-792-8691~2,www.yusungkids.org,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5405494,126.9905696
1601,4181,솔로몬어린이집,광진구,서울시 광진구 긴고랑로7길 73,02-469-9976,,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,37.566536,127.0806578
1602,2814,군자초등학교,동대문구,서울시 동대문구 한천로6길 21,02-2244-0488,www.kunja.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5643765,127.0613465
1603,2820,마천초등학교,송파구,서울시 송파구 마천로61다길 24,02-400-6773,www.smacheon.es.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4954974,127.1524746
1604,4091,이화 어린이집,강동구,서울시 강동구 진황도로 209-11,02-486-1080,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.5277435,127.1448567
1605,4803,서울북부지방법원,도봉구,서울시 도봉구 마들로  749,02-910-3114,,0,N,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6676581,127.049132
1606,2282,다나병원,도봉구,서울시 도봉구 해등로 129,02-942-8000,,0,Y,N,Y,Y,N,N,N,N,N,N,N,N,37.6550091,127.0404182
1607,2345,서울대효병원,강서구,서울시 강서구 강서로47가길 33,02-2663-1114,www.seouldh.co.kr/,0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,37.55106840000001,126.8357488
1608,102,서초3동주민센터,서초구,서울시 서초구 반포대로10길 10,02-2155-7462,http://www.seocho.go.kr/site/v2/index.jsp,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.4835426,127.0124936
1609,482,등촌2파출소,강서구,서울시 강서구 등촌로  167,02-2651-0330 ,,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.5400345,126.8628887
1610,794,달빛마루도서관,성북구,서울시 성북구 종암로  167,02-911-0993,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.602119,127.0332133
1611,151,응암2동주민센터,은평구,서울시 은평구 백련산로  100,02-351-5242 ,http://www.ep.go.kr/CmsWeb/viewPage.req?idx=PG0000002311,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5941274,126.9239077
1612,506,휘경파출소,동대문구,서울시 동대문구 망우로20길 1,02-2244-2301,,0,Y,N,Y,N,Y,N,Y,N,N,N,N,N,37.5904483,127.0650348
1613,1533,수도교회,종로구,서울시 종로구 인왕산로1길 11,02-737-0226,www.sudoch.org,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5750449,126.964895
1614,1548,묵동장로교회,중랑구,서울시 중랑구 중랑천로 304,,,0,Y,Y,N,N,N,N,N,N,N,N,N,N,37.6117103,127.0732574
1615,3908,민주어린이집,광진구,서울시 광진구 동일로26길 47,02-469-1956,,0,Y,Y,N,Y,N,N,N,N,N,N,N,N,37.5447568,127.0685827
1616,446,방범CCTV관제센터,중랑구,서울시 중랑구 봉우재로6길 5,,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.589641,127.0762238
1617,679,휘경동우체국,동대문구,서울시 동대문구 회기로 201,02-965-2336 ,,0,N,N,Y,N,Y,N,N,N,N,N,N,N,37.59028199999999,127.0581384
1618,2719,개봉초등학교,구로구,서울시 구로구 개봉로16길 30-11,02-2612-6058,www.seoulgaebong.es.kr/,0,Y,N,Y,Y,Y,N,N,N,N,N,N,N,37.4897388,126.8583705
1619,321,신정2동주민센터,양천구,서울시 양천구 목동동로 152,02-2620-4210,http://www.yangcheon.go.kr/dong/dong0008/dongCenter/main.do,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5191481,126.8705867
1620,322,구로4동 주민센터,구로구,서울시 구로구 구로동로28길 94,02-2620-7500,http://www.guro.go.kr/dong/NR_index.do?categoryVal=1005,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4915369,126.8891373
1621,1790,정릉감리교회,성북구,서울시 성북구 보국문로8길 23,02-914-8082,www.jmc.or.kr,0,N,Y,N,N,N,N,N,N,N,N,N,N,37.6078996,127.0113864
1622,1917,정법사,성북구,서울시 성북구 대사관로13길 44,02-762-0774,www.jbtemple.org,0,N,Y,N,N,N,N,N,N,N,N,N,N,37.6017222,126.9908478
1623,665,성산2동우체국,마포구,서울시 마포구 월드컵북로 227,02-306-2006,,0,N,Y,Y,N,Y,N,N,N,N,N,N,N,37.5695123,126.903484
1624,3203,태릉중학교,중랑구,서울시 중랑구 공릉로2길  60-25,02-973-4356,http://www.taereung.ms.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6117229,127.0800216
1625,3393,한서고등학교,강서구,서울시 강서구 양천로11길  47,02-2664-3535,http://www.hanseo.hs.kr/,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.5740444,126.809231
1626,3665,세일학원,노원구,서울시 노원구 중계로 206,02-951-3131,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6508043,127.0775065
1627,5396,한국요꼬가와전기 양평동사옥,영등포구,서울시 영등포구 선유로45길 21,02-2628-6000,,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.534855,126.8938288
1628,4539,가람어린이집,강서구,서울시 강서구 곰달래로53길 112,02-2655-0644,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5360045,126.8565284
1629,4542,뉴솔로몬어린이집,중랑구,서울시 중랑구 용마공원로5길 15,02-495-0101,,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5946766,127.1018679
1630,4562,예맘어린이집,강동구,서울시 강동구 명일로  157-6,02-474-7022,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5376779,127.1454566
1631,2902,남사초등학교,동작구,서울시 동작구 동작대로13길 22,02-522-0333,www.namsa.es.kr,0,Y,Y,Y,N,Y,N,N,N,N,N,N,N,37.4822359,126.9785565
1632,3240,숙명 여자 중학교,강남구,서울시 강남구 남부순환로 2807,02-3462-0642,www.sookmyung.ms.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.4907295,127.0533366
1633,2681,서울인왕초등학교,서대문구,서울시 서대문구 세무서길 33-9,02-395-4094,www.inwang.es.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5901698,126.9450604
1634,4124,점프어린이집,중랑구,서울시 중랑구 동일로112길 21,,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.5930215,127.0820782
1635,2195,서울복지병원,영등포구,서울시 영등포구 도림로  142,02-845-0777,www.seoulbokji.co.kr/,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5050273,126.8975225
1636,2207,강북예치과병원,노원구,서울시 노원구 노해로 480,02-938-2833,www.kangbukye.com/,0,Y,N,N,Y,Y,N,N,N,N,N,N,N,37.6541572,127.0614199
1637,2180,한국원자력의학원자력병원,노원구,서울시 노원구 노원로 75,02-970-2114,www.kirams.re.kr,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.6294332,127.0826468
1638,2328,신우요양병원,동대문구,서울시 동대문구 한천로 207,02-2214-7582,www.sinwoohospital.com,0,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,37.5794152,127.0680979
1639,1594,은천제일교회,관악구,서울시 관악구 성현로 10,02-871-7851,,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4919829,126.9452725
1640,1746,정릉중앙교회,성북구,서울시 성북구 정릉로8다길 38,02-914-3203,www.jr.or.kr/,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.6069894,126.9974769
1641,61,국민마트,강북구,서울시 강북구 삼양로 450,02-990-8793,,0,Y,N,Y,N,N,N,N,N,N,N,N,N,37.6434387,127.0164225
1642,526,개봉치안센터,구로구,서울시 구로구 경인로 293,02-2613-0110,,0,Y,Y,Y,N,N,N,Y,N,N,N,N,N,37.4979613,126.8529324
1643,86,장안2동주민센터,동대문구,서울시 동대문구 사가정로 230-1,02-2171-6342,http://dong.ddm.go.kr/intro,0,N,N,Y,N,Y,N,N,N,N,N,N,N,37.5784319,127.0705771
1644,93,서림동주민센터,관악구,서울시 관악구 신림로29길 6,02-879-4741,http://www.gwanak.go.kr/servlets/rnl/gwanak/dong/user/service/ContentServlet?cmd=CONTENT&menu_no=000383&cp_post_code=7160,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,37.4749555,126.9349897
1645,360,화곡2동주민센터,강서구,서울시 강서구 곰달래로37길  13,02-2600-7555,http://www.gangseo.seoul.kr/site/dong/index.jsp?dnum=7&dcode=HG2,0,N,Y,Y,N,N,N,N,N,N,N,N,N,37.5324616,126.8549372
1646,42,삼성디지털프라자,동대문구,서울시 동대문구 망우로 107,1588-3366,www.samsung.com/sec/support/digitalplaza/index_main.html ,0,Y,N,N,N,N,N,N,N,N,N,N,N,37.5912529,127.0649938
