시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류
장연빌딩 주차장,강남구,21,강남구 역삼동 635-10,37.5002291,127.02914839,주차장,공영주차장
장원주차장(민영),강남구,20,강남구 역삼동 638-2,37.50254714,127.03350852,주차장,민영주차장
전기공사공제조합빌딩 주차장,강남구,89,강남구 논현동 19-7,37.51311803,127.02087279,주차장,공영주차장
정일빌딩 부설주차장,강남구,28,강남구 논현동 142-2 ,37.51027555,127.02236899,주차장,공영주차장
제이빌딩 주차장,강남구,65,강남구 논현동 51-3,37.51185871,127.02212041,주차장,공영주차장
제이스타워 주차장,강남구,26,강남구 역삼동 826-27,37.49668378,127.03000682,주차장,공영주차장
제이타워,강남구,88,강남구 신사동 538-0,37.51824747,127.02372167,주차장,공영주차장
제일유료주차장(민영),강남구,33,강남구 역삼동 629-5,37.50346658,127.03425654,주차장,민영주차장
제일주차장(민영),강남구,20,강남구 대치동 1000-4,37.50759938,127.06610834,주차장,민영주차장
제일주차장(민영),강남구,60,강남구 삼성동 158-5,37.50815416,127.05799312,주차장,민영주차장
조이빌딩 주차장,강남구,18,강남구 역삼동 817-29 ,37.50056538,127.02828171,주차장,공영주차장
진영주차장(민영),강남구,30,강남구 논현동 206-4,37.50724844,127.031855,주차장,민영주차장
청구주차장(민영),강남구,24,강남구 압구정동 645-3,37.525899,127.034835,주차장,민영주차장
청담동 삼강빌딩,강남구,47,강남구 청담동 133-2 ,37.52061352,127.05741236,주차장,공영주차장
청담주차장(민영),강남구,26,강남구 청담동 121-24,37.52527735,127.04834273,주차장,민영주차장
청담주차장(민영),강남구,30,강남구 청담동 91-6,37.52427368,127.04267824,주차장,민영주차장
청운 민영 주차장(민영),강남구,25,강남구 논현동 215-13,37.51266092,127.03215961,주차장,민영주차장
청운교회 주차장(민영),강남구,17,강남구 역삼동 779-20,37.49617864,127.04490351,주차장,민영주차장
충림빌딩 주차장,강남구,66,강남구 역삼동 808-5,37.50421074,127.02513094,주차장,공영주차장
카로시티 빌딩 주차장,강남구,28,강남구 신사동 577-5,37.52551726,127.02708604,주차장,공영주차장
캠코양재타워 부설주차장,강남구,363,강남구 도곡동 949-3 ,37.48718704,127.03336782,주차장,공영주차장
케이타워 주차장,강남구,12,강남구 신사동 514-22,37.51743823,127.02129038,주차장,공영주차장
켐브리지 강남빌딩 주차장,강남구,62,강남구 역삼동 825-18,37.4980899,127.02940531,주차장,공영주차장
코니주차장(민영),강남구,20,강남구 대치동 949-1,37.50558133,127.06427178,주차장,민영주차장
코엑스 주차장,강남구,2123,강남구 삼성동 159-0 ,37.51243164,127.05884715,주차장,공영주차장
큰길타워,강남구,237,강남구 역삼동 677-25 ,37.5023707,127.04072873,주차장,공영주차장
탄천공영주차장(구),강남구,924,강남구 삼성동 171-0,37.51441586,127.0662917,주차장,공영주차장
탄천제2호 공영주차장(구),강남구,322,강남구 일원동 4-49,37.49403327,127.087416,주차장,공영주차장
태성빌딩,강남구,85,강남구 대치동 988-15 ,37.49949813,127.06177318,주차장,공영주차장
태원빌딩 주차장,강남구,20,강남구 논현동 267-2,37.51352245,127.04232467,주차장,공영주차장
테헤란로26길(구),강남구,12,강남구 역삼동 803-8,37.49985735,127.03599464,주차장,공영주차장
테헤란로64길(구),강남구,12,강남구 대치동 1011-11,37.50465561,127.05096126,주차장,공영주차장
테헤란로69길(구),강남구,22,강남구 삼성동 172-99 선정릉입구 앞길,37.50669466,127.05238678,주차장,공영주차장
테헤란로78길(구),강남구,10,강남구 대치동 1011-6 포스코 센터 옆길,37.505566,127.055468,주차장,공영주차장
트리스빌딩,강남구,117,강남구 논현동 70-6 ,37.51960706,127.03407398,주차장,공영주차장
파티오나인,강남구,64,강남구 논현동 66-24 ,37.51829753,127.02916516,주차장,공영주차장
팜모드 주차장,강남구,45,강남구 세곡동 551-0 ,37.467241,127.099975,주차장,공영주차장
퍼스트빌딩 주차장,강남구,28,강남구 논현동 51-6,37.51175419,127.02248453,주차장,공영주차장
평화빌딩 주차장,강남구,30,강남구 신사동 629-15 ,37.52162851,127.03265518,주차장,공영주차장
포스코 P&S빌딩 부설주차장,강남구,192,강남구 역삼동 735-3 ,37.49943999,127.03361162,주차장,공영주차장
포스코 센터 부설주차장,강남구,1149,강남구 대치동 892-0 ,37.50578398,127.0561773,주차장,공영주차장
포이초교 공영주차장(구),강남구,194,강남구 개포동 1273-0,37.47564571,127.05236496,주차장,공영주차장
포장마차주차장(민영),강남구,16,강남구 역삼동 738-8,37.4990988,127.03725982,주차장,민영주차장
프리마호텔,강남구,99,강남구 청담동 52-3 ,37.52430219,127.05223111,주차장,공영주차장
하나로 주차장(민영),강남구,26,강남구 역삼동 788-31,37.49306353,127.04167849,주차장,민영주차장
하나주차장(민영),강남구,27,강남구 역삼동 621-0,37.50187622,127.02775033,주차장,민영주차장
하이파킹 서울의료원 강남분원 주차장,강남구,511,강남구 삼성동 171-1 ,37.514436,127.066308,주차장,공영주차장
학여울 공영주차장(시),강남구,180,강남구 대치동 514-1,37.49705092,127.07239543,주차장,공영주차장
한교빌딩 주차장,강남구,12,강남구 신사동 535-8,37.51955831,127.02256571,주차장,공영주차장
한국 기술센터 부설주차장,강남구,101,강남구 역삼동 701-7 ,37.50330297,127.0436679,주차장,공영주차장
한국건설기술인회관,강남구,79,강남구 논현동 238-5 ,37.51494183,127.03589353,주차장,공영주차장
한국지식재산센터 부설주차장,강남구,293,강남구 역삼동 647-9 ,37.50009199,127.03291933,주차장,공영주차장
한남대교전망카페 주차장,강남구,70,강남구 압구정동 386-1 ,37.52501,127.015812,주차장,공영주차장
한남주차장(민영),강남구,75,강남구 청담동 96-27,37.52507454,127.04577779,주차장,민영주차장
한남주차장(민영),강남구,70,강남구 청담동 96-28,37.52495744,127.04588324,주차장,민영주차장
한맥빌딩 주차장,강남구,33,강남구 논현동 165-8,37.50621251,127.02412955,주차장,공영주차장
한신인터밸리24 부설주차장,강남구,306,강남구 역삼동 707-34 ,37.50298214,127.04655395,주차장,공영주차장
한일주차장(민영),강남구,28,강남구 삼성동 148-0,37.51214933,127.05615863,주차장,민영주차장
행운유료주차장(민영),강남구,30,강남구 논현동 133-5,37.51146139,127.02906792,주차장,민영주차장
행운주차장(민영),강남구,14,강남구 도곡동 455-5,37.48261113,127.0455747,주차장,민영주차장
헌릉로745길(구),강남구,244,강남구 율현동 101-10,37.47072883,127.11872494,주차장,공영주차장
현대백화점 무역점,강남구,594,강남구 삼성동 159-7,37.50861623,127.05973996,주차장,공영주차장
현대백화점 압구정 본점,강남구,325,강남구 압구정동 429-0 ,37.52732583,127.02746025,주차장,공영주차장
현대블루핸즈 주차장(민영),강남구,60,강남구 삼성동 144-2,37.5076319,127.05461317,주차장,민영주차장
현대스위스타워 부설주차장,강남구,95,강남구 삼성동 143-40 ,37.50636735,127.05366839,주차장,공영주차장
현대주차장(민영),강남구,12,강남구 역삼동 640-10,37.5022467,127.03454017,주차장,민영주차장
현대주차장(민영),강남구,35,강남구 역삼동 626-23,37.50355528,127.03291494,주차장,민영주차장
현대주차장(민영),강남구,40,강남구 삼성동 148-1,37.51224473,127.05653031,주차장,민영주차장
현대타워 부설주차장,강남구,151,강남구 삼성동 143-37 ,37.50617623,127.05300375,주차장,공영주차장
현대해상 빌딩 부설주차장,강남구,145,강남구 역삼동 646-0 ,37.50043291,127.03401516,주차장,공영주차장
형제빌딩 주차장,강남구,19,강남구 역삼동 826-0,37.49625443,127.02881619,주차장,공영주차장
형제주차장(민영),강남구,17,강남구 역삼동 678-26,37.50218312,127.03892403,주차장,민영주차장
혜림빌딩 주차장,강남구,34,강남구 논현동 158-0,37.51012893,127.027273,주차장,공영주차장
혜성빌딩 주차장,강남구,30,강남구 논현동 89-0,37.51532805,127.03302341,주차장,공영주차장
호경주차장(민영),강남구,22,강남구 신사동 524-3,37.52177074,127.02128495,주차장,민영주차장
호은빌딩 주차장,강남구,22,강남구 논현동 143-16,37.50912552,127.02300765,주차장,공영주차장
호텔더디자이너스리즈강남 주차장,강남구,90,강남구 논현동 201-4 ,37.505221,127.025955,주차장,공영주차장
화인빌딩 주차장,강남구,24,강남구 신사동 528-4 ,37.52296937,127.02096237,주차장,공영주차장
화인타워 부설주차장,강남구,70,강남구 역삼동 826-24 ,37.49595896,127.02911902,주차장,공영주차장
흥국생명빌딩 주차장,강남구,89,강남구 역삼동 814-5,37.50207076,127.02623983,주차장,공영주차장
흥창빌딩 노외주차장(민영),강남구,14,강남구 신사동 510,37.518416,127.019964,주차장,민영주차장
광평로,강남구,18,일원동 733 ~ 일원동 733,37.48266291905751,127.08078102703936,주차장,공영주차장
광평로,강남구,13,일원동 733 ~ 일원동 733,37.483224818001986,127.0825623947544,주차장,공영주차장
논현로,강남구,22,논현로 205 ~ 논현로 209,37.48664769017776,127.04147954178057,주차장,공영주차장
논현로,강남구,21,논현로 209 ~ 논현로 205,37.487760520955035,127.04123422730312,주차장,공영주차장
논현로,강남구,22,논현로 639 ~ 논현로 609,37.51057906509246,127.0321757095184,주차장,공영주차장
논현로,강남구,15,논현로7길 3 ~ 논현로1길 21,37.4724468096098,127.04983442511351,주차장,공영주차장
논현로190길,강남구,31,압구정동 369-3 ~ 압구정동 462,37.53297148123537,127.03126324091522,주차장,공영주차장
논현로190길,강남구,33,압구정동 369-1 ~ 압구정동 369-1,37.53255095428837,127.02853359307372,주차장,공영주차장
도산대로,강남구,19,도산대로 304 ~ 도산대로 336,37.522720486213245,127.03838294070225,주차장,공영주차장
도산대로,강남구,9,도산대로 423 ~ 도산대로 407,37.52352176179653,127.04023577486045,주차장,공영주차장
도산대로,강남구,6,도산대로 434 ~ 도산대로 442,37.52352279684591,127.0436634662464,주차장,공영주차장
봉은사로,강남구,14,삼성동 75 ~ 봉은사로 503,37.51356621832557,127.05556250073599,주차장,공영주차장
삼성로,강남구,27,삼성로 563 ~ 삼성로 521,37.51210974643391,127.05361031016717,주차장,공영주차장
삼성로,강남구,38,삼성로 508 ~ 삼성로 566,37.50841000379884,127.05602239814145,주차장,공영주차장
삼성로,강남구,33,삼성로 710 ~ 삼성로 772,37.520749940635405,127.04943101738175,주차장,공영주차장
삼성로,강남구,9,삼성로 29 ~ 삼성로 29,37.48800585684693,127.06637864243681,주차장,공영주차장
삼성로,강남구,6,테헤란로 440 ~ 테헤란로 440,37.50591829897955,127.05691401454361,주차장,공영주차장
삼성로,강남구,12,삼성로 221 ~ 삼성로 203,37.49597525332191,127.06226380058668,주차장,공영주차장
양재대로,강남구,71,염곡동 305-1 ~ 개포동 569-8,37.470167311007536,127.04969725821434,주차장,공영주차장
언주로,강남구,40,언주로 869 ~ 언주로 805,37.52444529542633,127.03294526761365,주차장,공영주차장
언주로,강남구,6,개포로 303 ~ 개포로 303,37.48266280385776,127.05316810213992,주차장,공영주차장
언주로,강남구,12,개포동 656 ~ 개포동 656,37.48024081097846,127.05433655520296,주차장,공영주차장
언주로,강남구,5,언주로 871 ~ 도산대로 239,37.52183673665547,127.03350124923975,주차장,공영주차장
언주로,강남구,41,언주로 647 ~ 언주로 605,37.50981852622538,127.03709542564907,주차장,공영주차장
영동대로,강남구,10,일원동 703-3 ~ 일원동 703-2,37.488262171255734,127.07471509518993,주차장,공영주차장
영동대로,강남구,10,일원동 703-2 맞은편 ~ 일원동 703-3 맞은편,37.48757976008259,127.07455328955446,주차장,공영주차장
테헤란로,강남구,27,테헤란로 435 ~ 테헤란로 401,37.50644197345684,127.05460153091705,주차장,공영주차장
학동로,강남구,13,학동로 215 ~ 학동로 201,37.514721283618854,127.03271476894052,주차장,공영주차장
 H웨딩컨벤션홀,강동구,50,강동구 성내동 428-6 ,37.52678676,127.13532933,주차장,공영주차장
 강동구보건소,강동구,48,강동구 성내동 541-2 ,37.5292373,127.12557848,주차장,공영주차장
 강천빌딩,강동구,18,강동구 천호동 550-0 ,37.54037094,127.12879643,주차장,공영주차장
 고덕평생학습관,강동구,47,강동구 고덕동 296-0 ,37.55813615,127.15890059,주차장,공영주차장
 일주상가빌딩,강동구,78,강동구 천호동 234-6 ,37.54668741,127.13495235,주차장,공영주차장
 트레벨,강동구,105,강동구 천호동 451-20 ,37.53725331,127.12949092,주차장,공영주차장
 하나은행,강동구,82,강동구 명일동 47-1 ,37.55418165,127.15453288,주차장,공영주차장
(주)서울금성(민영),강동구,45,강동구 강일동 480-2,37.55600862,127.18099378,주차장,민영주차장
